,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
13320,A$AP Twelvyy,A Glorious Death (feat. Flatbush ZOMBiES),7z7cVLaaSflYWIlkgPrUGA,0.083,0.694,225200,0.595,4.52e-06,10,0.0628,-5.926,0,0.298,119.859,4,0.138
13321,YFN Lucci,In a Minute (feat. Plies),1InDjBFV5GqecDuZvgnLvm,0.0879,0.696,241013,0.858,0.0,7,0.146,-4.212,1,0.0623,103.968,4,0.212
13322,Farruko,Te Vas Conmigo,5cVrS1jxLYpSmhn4axqnRR,0.0228,0.704,191880,0.665,0.0,11,0.0888,-5.731,0,0.0546,144.908,4,0.305
13323,Ekoh,Freeverse 3,1vTVcjhELz3ypgDHzpEzjz,0.333,0.508,217263,0.676,0.0,7,0.104,-6.478,1,0.265,92.486,4,0.596
13324,Migos,Out Yo Way,4Dbn05LNVX5giGbgbz5fdQ,0.202,0.562,288387,0.758,0.0,1,0.352,-4.592,1,0.188,133.951,4,0.573
13325,Injury Reserve,North Pole,2Yz1XU361N8n7dPkRRSydS,0.45,0.599,260612,0.451,0.0,4,0.38,-11.657,0,0.382,76.784,4,0.492
13326,A$AP Mob,Wrong (feat. A$AP Rocky & A$AP Ferg),4ZfFLcsuQCk7GiChENoly9,0.563,0.734,182365,0.743,0.000378,9,0.0751,-5.671,0,0.083,116.07,4,0.332
13327,Gucci Mane,Miss My Woe (feat. Rico Love),5gLJFqhjXwsxJdrugDIQDq,0.0918,0.693,258480,0.682,0.0,9,0.186,-6.131,1,0.331,159.95,4,0.193
13328,Young Drummer Boy,Coke Dealer (feat. Krypto),3V93N2WiKxPZEWbr3iGW7w,0.0465,0.739,222929,0.672,0.0,10,0.205,-5.809,0,0.122,82.624,3,0.615
13329,Missy Elliott,I'm Better (feat. Lamb),2Kf9fwIOwZwd6Aw7OxfkF0,0.374,0.926,213120,0.354,0.0,10,0.49,-10.773,1,0.511,105.005,4,0.561
13330,XXXTENTACION,Maxipads for Everyone,39wqiOEjFN3HaXs19jf2Xb,0.151,0.753,109187,0.308,0.00864,1,0.115,-7.969,1,0.0909,121.105,4,0.0602
13331,Mike WiLL Made-It,On The Come Up (feat. Big Sean),7HwKzQBybHSHqdLv25VdtU,0.0391,0.494,235886,0.643,0.0,7,0.658,-6.211,1,0.294,110.052,4,0.511
13332,Ramirez,Conversations With the Devil,7Hvy3mngoXxYsdVVUvtO6R,0.036,0.809,138057,0.555,0.0,8,0.143,-6.799,1,0.338,160.035,4,0.451
13333,A$AP Twelvyy,Strapped,3U0xbYGTtYZAUv3lEwPebJ,0.459,0.724,197867,0.534,5.77e-05,8,0.152,-8.631,0,0.353,87.987,4,0.112
13334,JAY-Z,Legacy,3p2O5DDqlWdaR1l4wsHn9R,0.522,0.425,177133,0.858,0.0,1,0.0597,-7.105,1,0.396,162.171,4,0.606
13335,Joyner Lucas,FYM (feat. Mystikal),0nhT3I75Bdxqyakdk3n55N,0.448,0.729,288854,0.795,0.0,8,0.182,-6.422,0,0.522,92.83,4,0.369
13336,Russ,Act Now,1CmDHKA6LLC6LIhw9brYKV,0.184,0.595,189427,0.657,0.0,8,0.107,-5.635,0,0.469,83.192,4,0.474
13337,Future,Outta Time,0AkKwgg6rD4p7EpDlNpSz2,0.00597,0.75,168607,0.546,3.18e-05,6,0.377,-6.951,0,0.384,75.443,4,0.438
13338,Ghostemane,Kali Yuga,7vNYfMAh3bvHGmRxve1YAg,0.26,0.777,140613,0.812,0.264,8,0.185,-5.146,1,0.0447,139.961,3,0.452
13339,Russ,I'm Here,2fJAWYNc9P53oowjkpkYbh,0.328,0.629,239467,0.694,0.0,1,0.284,-6.89,0,0.285,83.801,4,0.511
13340,A$AP Mob,Coziest (feat. A$AP Twelvyy & Zack),3aovO5W4cvJxV6MEUOYtnM,0.169,0.884,166440,0.709,0.0,3,0.136,-6.258,1,0.418,75.027,4,0.495
13341,NAV,Both Sides,0RRAHU9Dkui4ZuroPk7XF3,0.289,0.751,208867,0.483,0.000342,1,0.197,-8.744,1,0.311,140.099,4,0.274
13342,Gucci Mane,Helpless,2YCCy7Goytf4anieGkEk8Q,0.242,0.769,194824,0.562,0.00101,11,0.0852,-7.237,1,0.28,170.082,4,0.525
13343,NAV,Did You See NAV?,4KvXkK07Xyxix6k4Hi60Ia,0.0122,0.883,217187,0.456,7.19e-05,1,0.114,-8.338,1,0.0664,130.445,4,0.13
13344,Bryson Tiller,Get Mine (feat. Young Thug),4sxLB4ibrNZko2Y9wHfwZ3,0.0578,0.646,213657,0.534,0.0,1,0.12,-7.644,1,0.418,99.987,4,0.427
13345,Ski Mask The Slump God,New Age Chip Skylark,2jDtVZi6Js9McXD7qxBzNv,0.281,0.754,123559,0.672,0.0,1,0.119,-6.385,1,0.214,138.071,4,0.569
13346,Andy Mineo,KIDZ,7MaWBq0qO0SlE9negOXotX,0.00958,0.755,207643,0.72,4.35e-06,1,0.632,-5.867,1,0.0517,140.046,4,0.0927
13347,Jelly Roll,Addiction Kills,6yJ8WHsM4Ezw32hvQK544H,0.289,0.554,243800,0.818,0.000521,9,0.0716,-5.586,0,0.155,71.083,4,0.403
13348,Social Club Misfits,Pop Out Revenge,19fX6QoZKDumu1naIKU4Lc,0.00199,0.749,275307,0.747,0.0,4,0.277,-5.815,0,0.0405,139.972,4,0.218
13349,Lil Baby,Best Of Me,1rUHgZy3YOrs3MarByuvJC,0.0315,0.707,197307,0.492,0.0,7,0.148,-8.527,1,0.363,140.024,4,0.121
13350,KB,Monster,6WZzN2cWZ1xNJZxrTq9LJI,0.112,0.663,197480,0.627,1.75e-05,11,0.121,-6.85,0,0.247,140.075,4,0.255
13351,VIC MENSA,Rollin' Like A Stoner,5gdy0ytFSBQykiYc5NmhJL,0.191,0.637,195920,0.661,0.0,7,0.134,-5.23,1,0.0808,130.228,4,0.393
13352,GoldLink,Summatime (feat. Wale & Radiant Children),3NsPvsr9VrcMtAxJ50XCL9,0.249,0.807,226164,0.689,6.93e-05,10,0.338,-6.646,0,0.207,95.014,4,0.677
13353,Nipsey Hussle,Ain't Hard Enough (feat. Mozzy),5WswsvCfKxYR1acRBP8Y9m,0.0267,0.494,135682,0.8,3.87e-06,1,0.881,-8.021,1,0.391,91.462,4,0.16
13354,Future,When I Was Broke,7Co6yOkvI0GvijiYcMuT84,0.36,0.883,185132,0.583,0.0,7,0.15,-7.55,0,0.234,125.898,4,0.533
13355,Migos,Big On Big,3BoPOp7YNORLqMUjE5XAh9,0.145,0.723,290794,0.768,0.0,0,0.172,-5.469,0,0.0587,142.022,4,0.526
13356,Terror Reid,Fuck Everybody,7fMYjEMZYwNs2hO16BZstm,0.00334,0.659,169780,0.925,0.0,4,0.0946,-2.288,0,0.28,90.835,4,0.321
13357,Horse Head,Dating in the 90s,4ogSrjoXAU0z2GOnr0Z4PW,0.165,0.595,155498,0.537,0.0181,8,0.0959,-8.427,1,0.0385,109.987,4,0.148
13358,G-Eazy,Pick Me Up,18bhLb1XbBQbRj9QAvIiHt,0.114,0.584,228960,0.731,3.48e-05,1,0.607,-6.209,1,0.209,84.913,4,0.44
13359,Ugly God,Bitch!,3vtoVqw8chHlWJLkLROfgV,0.16,0.828,140063,0.301,0.0,2,0.0864,-12.374,1,0.246,144.998,4,0.169
13360,Aminé,Money,7sdqtgsO9zxvKdrrVDpaNu,0.757,0.502,256267,0.466,0.0,7,0.127,-7.357,0,0.369,82.393,4,0.742
13361,Eminem,Chloraseptic (feat. Phresher),13aKdwvdGjuZDv2OOKyvs7,0.0416,0.898,301147,0.753,0.0,1,0.253,-6.336,1,0.275,132.066,4,0.414
13362,$uicideBoy$,Treat 'Em Like A Prostitute,5zjdzstUvzO6f2HqEgO88T,0.023,0.897,180924,0.864,0.0,8,0.36,-3.851,1,0.225,139.927,4,0.633
13363,Nicky Jam,Mil Lágrimas,5EFAloMY9VlEKrjllKoXjL,0.267,0.7,208347,0.528,0.0,1,0.0892,-5.979,0,0.0498,79.987,4,0.717
13364,Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert),2IjgKCbrk8CtqmsOC5DhVd,0.00227,0.861,257867,0.715,0.0,11,0.144,-4.393,0,0.301,148.971,4,0.535
13365,Standing On The Corner,Girl,5FtjaVLEeDfFb9t23hqizi,0.389,0.38,327552,0.635,1.74e-06,9,0.521,-6.953,1,0.041,116.907,4,0.52
13366,Ice Cube,Good Cop Bad Cop,5K9f1sLmvp9yhlZB6hVa4q,0.138,0.713,207093,0.935,0.0,6,0.161,-2.774,1,0.247,91.995,4,0.872
13367,Kodak Black,Candy Paint (feat. Bun B),5Su82DCebDzhL88yWyUasx,0.0195,0.863,218990,0.862,0.0,8,0.105,-4.679,1,0.0545,120.009,4,0.703
13368,Macklemore,Intentions (feat. Dan Caplen),51Bpjq1BdQlS3V852vJCw7,0.274,0.808,230507,0.316,1.3e-06,0,0.122,-10.137,1,0.155,78.028,4,0.53
13369,Jack Harlow,Detox,4ZcNvmJnO7l0xbm13qRcc5,0.00483,0.745,198933,0.427,0.0,7,0.0993,-5.353,1,0.0907,140.011,4,0.345
13370,Smokepurpp,Phone (feat. NAV),51AOTIXQiVZ2SiDhHXCqxp,0.0168,0.802,185806,0.494,0.0,5,0.0854,-8.083,0,0.112,155.064,4,0.666
13371,Kodak Black,Me For Me,5ckqSWKDShh83bg8fx9tTM,0.122,0.758,232652,0.607,0.0,7,0.0786,-5.394,1,0.0438,140.088,4,0.156
13372,Flo Rida,Hola (feat. Maluma),6ayTAnEwP3Yo4DOjLsN5r2,0.0207,0.757,192377,0.711,3.04e-05,8,0.11,-5.693,1,0.0769,113.026,4,0.649
13373,K CAMP,Good Problem,1uhxHpS2ryE07etOeA9SgK,0.0275,0.882,219503,0.581,0.0,5,0.0792,-6.169,0,0.0942,110.02,4,0.545
13374,A$AP Ferg,Nandos,5kk89RYrVuGGNtE2pilxci,0.0388,0.79,175200,0.654,0.0,10,0.125,-5.568,0,0.226,136.938,4,0.515
13375,Future,Turn On Me,4j9G1hsYMHg3n6OBG8AQFS,0.231,0.729,264836,0.384,0.0,11,0.115,-9.662,1,0.131,126.982,4,0.3
13376,Andy Mineo,DUNK CONTEST (MAGIC BIRD),7KPnhOGrQg97Y5dpkK74Kc,0.00424,0.838,169810,0.775,0.000399,2,0.144,-5.441,1,0.231,160.083,4,0.503
13377,A$AP Twelvyy,Diamonds (feat. A$AP Rocky),0OguxdspxLLTf97lkA0Hpr,0.0698,0.441,180480,0.596,1.48e-06,7,0.16,-7.012,1,0.111,139.778,4,0.138
13378,Jeremih,I Think Of You,5f5KGCBUtnR3dTSdNfRcZG,0.0088,0.723,217787,0.503,0.0,0,0.131,-8.651,1,0.0699,100.046,4,0.354
13379,Eminem,Untouchable,6IvespQWGW4USXwexlVKDm,0.0803,0.554,370133,0.887,0.0,7,0.15,-3.367,1,0.503,172.233,4,0.648
13380,Kodak Black,Roll in Peace (feat. XXXTENTACION),2L8fevaAigB9yXn5psMR3R,0.0306,0.747,213132,0.524,0.0,10,0.2,-6.807,0,0.245,140.053,4,0.363
13381,Joey Bada$$,GOOD MORNING AMERIKKKA,5H4DVvpv8WLZfSAoe2kGgR,0.6,0.579,98251,0.642,3.52e-05,8,0.214,-7.37,1,0.244,97.32,4,0.3
13382,Brennan Savage,Reflection,3ND82YO0h3Q35zQks4OhY1,0.223,0.45,129730,0.332,0.0145,0,0.113,-11.524,1,0.0355,59.957,4,0.0636
13383,Jaden,E,4ydrAAm26b8TxnzCQdC4hM,0.741,0.463,203173,0.609,0.000294,2,0.115,-11.105,0,0.171,107.975,3,0.409
13384,Ritviz,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,0.000712,0.595,180414,0.818,0.0386,11,0.142,-6.189,0,0.0479,144.956,4,0.48
13385,Thouxanbanfauni,Gorgeous,7FybfYHOy9WxyQHad0PHbm,0.0405,0.59,164702,0.374,0.0,5,0.122,-14.044,0,0.152,140.018,4,0.147
13386,Ty Dolla $ign,Lil Favorite (feat. MadeinTYO),5fyvUqw0Vu6qTM4DSkDUs2,0.0129,0.689,193853,0.769,0.0,0,0.282,-5.362,1,0.0329,156.074,4,0.435
13387,$uicideBoy$,I Am The Apocalypse,6gdFGKQM9xvQeTKgr89fYv,0.288,0.792,166909,0.812,0.00218,8,0.779,-4.231,1,0.143,110.049,4,0.363
13388,Trey Songz,Playboy,5mff6Pbc4xGzsJojktF0Ua,0.367,0.383,256707,0.443,0.0,0,0.108,-6.897,1,0.265,170.732,5,0.196
13389,Gucci Mane,Money Make Ya Handsome,3hrOvNITonGR2U41YUfaPW,0.154,0.697,205027,0.663,0.0,10,0.282,-6.0,0,0.0512,134.108,4,0.548
13390,Yampi,Si Tu Quiere,5V4yvEt9xG3jB1xJp3fNmM,0.406,0.821,273581,0.714,0.0,7,0.205,-7.513,1,0.0913,121.947,4,0.561
13391,Shakewell,Hold Me Down,2AEUXQ1M4tI4mfen8vHV5k,0.113,0.832,149000,0.597,0.0,8,0.121,-7.669,0,0.041,120.024,4,0.625
13392,Big Sean,Inspire Me,7M62jxrvr7UJdo6DchAFf3,0.336,0.713,208307,0.664,0.0,5,0.231,-7.245,0,0.264,136.104,4,0.413
13393,NAV,My Mind,4TucnqHh162g9sgIoC7Mh1,0.0407,0.726,161107,0.728,0.0,8,0.251,-5.586,0,0.0907,143.019,4,0.627
13394,Lil Durk,My Side (feat. YoungBoy Never Broke Again),0tPSXJUGhlHNXHmsEUsZjL,0.107,0.748,220630,0.539,0.0,2,0.101,-8.034,1,0.226,133.105,4,0.143
13395,Rick Ross,Idols Become Rivals (feat. Chris Rock),5cQffjWJzgnmEtTzKW6dnh,0.0123,0.481,341680,0.716,0.0,10,0.141,-5.996,0,0.622,78.829,4,0.404
13396,Fukkit,30,1SpNsamrPVcCSoAt1v803A,0.115,0.67,160500,0.732,0.0,8,0.446,-7.55,1,0.264,120.07,4,0.337
13397,A$AP Ferg,Mad Man (feat. Playboi Carti),0EoJCSeuAq9Ilw2AesTBUu,0.0956,0.654,159027,0.762,0.0,1,0.171,-3.994,1,0.0705,132.1,4,0.0728
13398,Young Nudy,Barbecue,2bjBfVC5Ab26lB1IzKVYxr,0.189,0.918,192047,0.613,5.09e-05,8,0.104,-3.995,0,0.239,129.984,4,0.57
13399,Global Dan,Off-White (feat. Global Mongo),7bDqSfQ7Sj0mA4hiswGr3t,0.307,0.656,165183,0.518,0.0,1,0.231,-7.722,1,0.0998,155.079,4,0.503
13400,Gucci Mane,Finesse the Plug Interlude,3jhhOgKj8micw1e8PaI9lu,0.612,0.739,285766,0.448,0.0171,11,0.109,-7.443,0,0.165,128.039,4,0.202
13401,Aminé,STFU,4wlR30YY9mb1CsQkf9eoTP,0.394,0.816,205280,0.548,1.48e-05,10,0.471,-8.239,0,0.307,109.964,4,0.437
13402,Lil Pump,Back (feat. Lil Yachty),32zhF8yXc1lej5EcudJXp7,0.0102,0.775,197209,0.559,0.0,2,0.116,-8.149,1,0.0474,129.014,4,0.489
13403,A$AP Ferg,"Mattress REMIX (feat. A$AP Rocky, Playboi Carti, Rich The Kid & Famous Dex)",35fIdI07pqeNT7hyCBh1bN,0.0083,0.815,272680,0.824,0.0,1,0.351,-2.709,1,0.0761,120.031,4,0.29
13404,IshDARR,Mucho Mango,4dT1155sbuWZduYj0bgwKo,0.378,0.634,172394,0.695,0.0,3,0.415,-8.615,0,0.17,147.649,3,0.377
13405,Aminé,Blinds,366DLDHAnvMnHP5ECYt4N7,0.0463,0.818,86507,0.45,0.0,6,0.0774,-5.557,1,0.21,90.096,4,0.769
13406,Money Man,How It Feel,4osYPOBrjNOF1uI7mPAPPe,0.0264,0.754,242070,0.722,5.1e-05,1,0.189,-5.882,0,0.0537,167.97,4,0.24
13407,Ghostemane,Rake,4iKJyzLR23h9B4qXypuDe2,0.0195,0.527,92716,0.935,0.00183,2,0.206,-3.81,0,0.471,110.181,4,0.144
13408,Joey Bada$$,SUPER PREDATOR,16jJa2RtMV9B3J95oNcuHB,0.378,0.729,251868,0.79,0.0,1,0.119,-4.989,1,0.198,92.081,4,0.876
13409,NAV,I Don't Care,6HbGKJJqQ67K2TwzOndeTj,0.392,0.826,266467,0.426,1.77e-06,8,0.172,-9.426,1,0.238,121.094,4,0.316
13410,Gucci Mane,Members Only,3zyySJVPMSDF57tB7KbWlI,0.135,0.783,194013,0.629,0.0,10,0.0838,-6.647,0,0.154,136.099,4,0.652
13411,Kota the Friend,Like Water,0dyPzALHpPRiLTkxKANpFb,0.247,0.774,196493,0.537,0.0,1,0.112,-6.422,1,0.041,110.004,4,0.106
13412,Eminem,Heat,7ntU619k40YVxcRvFNDTNn,0.172,0.843,250000,0.86,0.0,7,0.31,-5.386,0,0.273,99.026,4,0.519
13413,$uicideBoy$,Nightmare Choir (I Been Asleep Too Long),5QArbhcHhpW48U4cK3Joj9,0.0905,0.777,134844,0.902,0.0,1,0.275,-3.915,1,0.349,129.985,4,0.462
13414,Jaden,The Passion,2Ih5xNFMnO5WvEXRf1xCCX,0.339,0.43,269702,0.732,0.0,8,0.117,-4.413,1,0.428,69.873,3,0.0761
13415,Ivan B,F.M.F.M.H,5BgBJb1rvbGHLkDEHcQ3ll,0.363,0.719,274730,0.456,2.07e-06,5,0.0628,-10.152,1,0.101,122.024,4,0.126
13416,Caleborate,Caught Up,4jvQ3EvoTkgeXiqTjLlhPv,0.823,0.535,214368,0.216,0.00395,9,0.11,-12.932,1,0.217,171.609,4,0.246
13417,Russ,The Stakeout,4DqCB4QBJv8ESudmYG5L1f,0.0404,0.722,171013,0.663,0.0,5,0.108,-4.652,0,0.436,160.106,4,0.81
13418,J Alvarez,Tentandome,364QWUIfLFurWJuuiTRzuQ,0.614,0.713,246560,0.728,1.35e-05,1,0.101,-6.655,0,0.141,179.958,4,0.777
13419,DJ Noiz,Senorita,2vvN4MMtdLNQSgYsbLYmp3,0.267,0.807,183954,0.737,0.0,6,0.428,-7.777,1,0.0317,105.053,4,0.926
13420,Gang of Youths,Let Me Down Easy,7DPQwyMQADl9Y8oSvSVpfg,0.22,0.672,319347,0.899,0.302,2,0.142,-6.878,1,0.0323,139.01,4,0.927
13421,Shakewell,Head Straight,1so8ZgQIoaFVAytjD1kkp5,0.216,0.796,149189,0.495,0.0,9,0.116,-5.506,1,0.0884,148.02,4,0.45
13422,Moneybagg Yo,Wit This Money,25puQg8Q38YXL8CiRNSTm3,0.0701,0.786,181449,0.614,0.0,0,0.446,-5.235,1,0.211,140.028,4,0.0878
13423,Huncho Jack,Best Man,2hIFuoXhzcZGvmdtSE35lc,0.00304,0.673,266879,0.687,4.77e-05,8,0.317,-4.567,1,0.0545,106.859,4,0.159
13424,Joyner Lucas,Forever,62FOgkuJaSPZlHUB7Gb7dt,0.835,0.644,343234,0.547,2.69e-05,8,0.351,-9.351,0,0.399,84.364,4,0.28
13425,Fabolous,Flipmode,5NQZ43por3JzTMIsq4i8aM,0.107,0.643,240773,0.76,0.0,6,0.113,-4.747,1,0.289,151.943,4,0.567
13426,Kevin Gates,Beautiful Scars (feat. PnB Rock),3fFMwoU0tS2IqfRCGNOMP1,0.0478,0.725,187317,0.74,0.0,11,0.325,-5.414,0,0.261,122.839,4,0.56
13427,Childish Major,I Like You (feat. DRAM & 6lack),0KbPGoZfbrbsqncQcW9IQy,0.0292,0.68,266250,0.646,3.47e-05,4,0.109,-5.513,0,0.0969,112.016,4,0.184
13428,Freddie Dredd,Hate Your Guts,16iLIixDhjrx9gYaAJyM5u,0.0308,0.983,97960,0.768,0.0,7,0.18,-10.336,1,0.0904,118.67,4,0.881
13429,Future,High Demand,4ibj6HRTdzkfvlDgxSXxCp,0.0175,0.907,211692,0.465,1.54e-05,5,0.117,-7.123,0,0.288,141.957,4,0.188
13430,GoldLink,Pray Everyday (Survivor's Guilt),0nNY7kR1TjRcZYAMi08rCy,0.0518,0.755,227704,0.459,9.42e-06,10,0.233,-8.58,0,0.299,150.01,4,0.38
13431,Bryson Tiller,You Got It,5xGH4fqJwvMynXn3dcmbpr,0.421,0.788,176653,0.485,0.0,11,0.346,-8.096,0,0.272,124.933,4,0.689
13432,Ghostemane,Polaris,0kHEr6iF9m7mrkTjv9pbZ6,0.717,0.649,219749,0.772,0.00305,11,0.103,-5.332,0,0.133,109.973,4,0.0294
13433,YFN Lucci,Talk That Shit,7KcR1DQN95KWKt6pBxgDGT,0.149,0.588,231080,0.8,0.0,5,0.0937,-3.857,1,0.375,130.569,5,0.501
13434,NAV,Interlude,0lO8ceoBq4lLLKjTAMtFsW,0.121,0.394,116573,0.329,0.123,4,0.135,-12.101,0,0.0647,104.257,4,0.0678
13435,G-Eazy,Gotdamn,1lOvSqQIVIkNaDZlt645d0,0.0337,0.807,172520,0.512,2.82e-06,1,0.133,-7.121,1,0.302,83.972,4,0.202
13436,Token,Patty Cake,5FeRwfYFiRaimm4swTxHXB,0.254,0.862,278129,0.71,3.18e-06,2,0.106,-6.378,1,0.287,139.93,4,0.528
13437,XXXTENTACION,Indecision,6KqI8Ua6fi5pNLlIwUfnGe,0.0235,0.586,124291,0.758,0.214,9,0.683,-7.516,1,0.0266,84.908,4,0.357
13438,Nipsey Hussle,Clarity (feat. Bino Rideaux & Dave East),6DrcrkQGzBRNNadLniJwo0,0.0203,0.521,192657,0.723,0.0,1,0.568,-6.813,1,0.365,75.477,4,0.359
13439,Devin The Dude,Acoustic Levitation,4qsRrKXNKBxZjKWHBrRdXs,0.0416,0.825,355962,0.491,0.00454,6,0.0992,-5.058,1,0.136,140.004,4,0.685
13440,Young Pappy,Two Cups,5uwYpBUaBREO4oK2oCVLUN,0.311,0.775,172187,0.813,0.0,1,0.163,-3.709,1,0.342,106.074,4,0.455
13441,Darell,Si Tu Quieres,3VZoRSSMBvolApyKos6qcq,0.454,0.819,284182,0.471,0.000922,6,0.173,-9.288,0,0.0753,109.987,4,0.554
13442,Lecrae,River Of Jordan (feat. Breyan Isaac),1IOviFOl67qUCEw54oRmDn,0.0405,0.731,225400,0.602,4.05e-06,8,0.16,-8.898,0,0.0909,119.986,4,0.311
13443,Yandel,Muy Personal (feat. J Balvin),1oNtIPC2XBWpE7A1x9YjQi,0.0671,0.565,209853,0.763,4.54e-05,8,0.126,-4.329,0,0.09,169.929,4,0.809
13444,Ivan B,Didn't Know Better (feat. Breana Marin),5jNgANrdXUCECd7gIC5KLC,0.124,0.644,249731,0.582,0.0,8,0.102,-6.572,1,0.0726,99.797,4,0.372
13445,Mozzy,Unfortunately (feat. June),7kzPfhu737eMhT1fxPAmD4,0.27,0.535,183529,0.658,0.0,10,0.185,-8.541,0,0.596,169.866,4,0.242
13446,VaVa,我的新衣 (feat. Ty. & 王倩倩),2D2pqz9UjxOsLbucKFAHTV,0.0752,0.586,244695,0.814,4e-05,6,0.169,-6.737,0,0.204,179.904,4,0.645
13447,Trey Songz,Come Over,7L0sPpF8fzmXxygzY2PdCo,0.333,0.608,241093,0.466,1.43e-06,2,0.0809,-5.897,1,0.0398,131.443,4,0.231
13448,Hollyn,Love With Your Life,3YVsYrddp7lbej2cXniN3Q,0.0115,0.764,210920,0.696,0.000164,10,0.0883,-4.881,0,0.0678,117.968,4,0.91
13449,Germ,Rukus,7a1NQysQEr9RVwCjZMz3Tn,0.00207,0.782,127530,0.913,0.0,6,0.342,-3.215,0,0.0955,149.994,4,0.212
13450,Farruko,Don't Let Go,424CeunXfmLn6GupRFoiwv,0.0138,0.578,244653,0.667,0.0,0,0.162,-5.129,0,0.0315,148.011,4,0.144
13451,Syd,Over (feat. 6LACK),7M7IOOxwJpr6Fwf3YQbBCB,0.247,0.784,190960,0.511,0.00047,0,0.126,-5.122,0,0.0534,145.003,4,0.592
13452,THEY.,U-RITE,2hrFH10GDq8WyAxX9yQAyN,0.0218,0.772,192459,0.84,0.0,2,0.288,-4.48,1,0.103,129.928,4,0.613
13453,Blac Youngsta,Hip Hopper (feat. Lil Yachty),7JsoM9xf0Uc8tTHVnkVOio,0.00162,0.931,193625,0.517,0.0,2,0.108,-8.017,1,0.446,129.111,4,0.45
13454,Peewee Longway,Rerocc,6cUTZnDarVMD7EBgCj97YW,0.0418,0.953,199301,0.616,0.0,8,0.0712,-9.583,0,0.273,128.979,4,0.288
13455,50 Cent,Still Think I'm Nothing (feat. Jeremih),32aYDW8Qdnv1ur89TUlDnm,0.157,0.694,191630,0.72,2.07e-05,3,0.352,-6.728,0,0.419,89.119,4,0.329
13456,Yung Gravy,Whippin,1WBvCwgsho7VHVFjntJxRi,0.0294,0.77,172614,0.531,0.000114,6,0.103,-8.957,0,0.226,144.529,4,0.486
13457,Meek Mill,We Ball (feat. Young Thug),4iDtAYDLJWM2TrTERKPvFq,0.141,0.624,227957,0.728,0.0,0,0.106,-6.39,1,0.465,152.088,4,0.599
13458,Hopsin,I Wouldn't Do That,6W4ganzIpQZjdUm6KdrBkP,0.115,0.734,242052,0.891,0.0,9,0.434,-3.076,0,0.259,121.031,4,0.702
13459,Hopsin,Hotel in Sydney,0kNlIMmahzteRDSGp3wBDi,0.612,0.503,364226,0.775,0.0,2,0.307,-5.47,0,0.608,176.063,4,0.541
13460,Nipsey Hussle,Question #1 (feat. Snoop Dogg),229DwKMDS6wAUc0JlJrhGh,0.188,0.473,150749,0.668,0.0,6,0.053,-11.175,0,0.558,99.627,4,0.544
13461,Jackboy,Grimace,0LAXO4JrHVGhxyZDV8b0SS,0.0277,0.884,224420,0.512,0.0,9,0.102,-8.972,0,0.458,154.013,4,0.466
13462,Snoop Dogg,420 (Blaze Up),4hBy3nZVzQV4F3jxe1wWL1,0.159,0.381,265301,0.659,0.0,2,0.34,-3.888,1,0.176,85.723,4,0.16
13463,Idontknowjeffery,Don't Trust Jeffery,30ZB0Mgcw2fBERItVPDYFf,0.0928,0.842,110576,0.534,1.2e-05,1,0.108,-10.165,1,0.256,139.943,4,0.483
13464,Yelawolf,Violin (feat. Lee Brice),5XAPd1qgtPbDFt9AFcJVRY,0.354,0.771,265067,0.792,1.08e-06,1,0.11,-7.032,1,0.0744,111.014,4,0.55
13465,Russ,One More Shot,7L3FllK8NDaivTBFuvYf9i,0.00448,0.825,191973,0.669,0.0,2,0.0359,-3.617,0,0.0947,99.96,4,0.954
13466,PNAU,Chameleon,6400BZ7REh8DshcZKU7Pfp,0.00181,0.718,198427,0.933,0.00013,4,0.3,-3.211,1,0.0419,119.999,4,0.197
13467,Russ,Family & Friends,12D58FK59SgrfG1r7MDi4r,0.711,0.782,175107,0.367,0.0,10,0.102,-10.861,1,0.305,134.986,4,0.606
13468,Shelley FKA DRAM,Cute - Remix,0s12zeNh080RjPnV8gWngY,0.211,0.827,233833,0.64,0.0,8,0.106,-6.471,1,0.245,150.043,4,0.521
13469,Jackson Wang,Papillon,0sHZzinNs6zUXnxcwhFYES,0.0102,0.822,195036,0.684,0.0,4,0.0986,-2.507,0,0.253,170.157,4,0.502
13470,Future,Testify,31suvgK8vvhfVXyEa2JpH8,0.212,0.681,178143,0.524,2.13e-06,4,0.112,-7.47,0,0.327,96.183,4,0.15
13471,Milkavelli,ZZZ,2JRrExulyTlO4eOFNoZPnp,0.791,0.63,225046,0.797,2.22e-06,0,0.142,-5.266,0,0.288,159.883,4,0.545
13472,Yelawolf,Shadows (feat. Joshua Hedley),40ZVWDcwlRuLnm4eC8MJGa,0.316,0.617,311680,0.713,0.0,8,0.139,-6.956,1,0.289,152.039,4,0.215
13473,Gucci Mane,Enormous (feat. Ty Dolla $ign),17HlhTU351nr8MncIGppDk,0.234,0.844,244453,0.486,0.0,3,0.0976,-6.915,0,0.368,142.606,4,0.493
