,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
5625,Rick Ross,No Games,37HlozQACAXm12NSaZIxF7,0.0185,0.759,233427,0.828,1.66e-06,8,0.159,-4.217,0,0.0532,146.58,4,0.353
5626,Mr. Capone-E,Old School,1IG8qCM5EFqpW8t1HUsYFO,0.256,0.837,242973,0.633,0.0,10,0.097,-5.844,0,0.163,95.065,4,0.781
5627,Kevin Gates,Narco Trafficante (feat. Percy Keith),659fNccsaeh8DnbYgTEbVx,0.0883,0.768,338320,0.697,0.0,0,0.352,-2.948,1,0.17,132.084,4,0.453
5628,Ace Hood,We Them Niggas,4eTrsNi7zhPXMpJPCLGruc,0.0652,0.861,244640,0.565,3.97e-06,6,0.119,-5.397,0,0.0757,106.008,4,0.647
5629,The Game,"Astronaut P*ssy (feat. Skeme, ScHoolboy Q)",1bKCuUpyeRT2si7Dxqctju,0.264,0.717,303519,0.822,0.0,1,0.0648,-6.813,1,0.24,123.957,4,0.591
5630,Kevin Gates,Money Magnet,2ExAV3NX1HvJNVIFOtr2rK,0.107,0.788,186283,0.738,0.0,8,0.206,-4.974,1,0.147,136.094,4,0.336
5631,Krizz Kaliko,Schizophrenia,1z65SDQMgIJ5pHFWMq0Nak,0.288,0.789,211000,0.869,0.0,5,0.484,-3.334,0,0.227,145.025,4,0.495
5632,Rick Ross,Box Chevy,1G00p0srSWch0oa5ioAHWM,0.0284,0.683,183640,0.713,0.0,2,0.255,-6.732,1,0.151,141.961,4,0.398
5633,Ace Hood,Trials & Tribulations,5TyRgwvRYzrY7bMjgwUZrk,0.00213,0.756,188480,0.671,0.0,1,0.317,-3.159,1,0.139,150.038,4,0.139
5634,Big Yamo,Entre la Playa Ella y Yo,1tvdNGCcgAhYaYq7ouIYGJ,0.485,0.638,185078,0.863,0.0,8,0.231,-3.619,1,0.073,84.951,4,0.972
5635,Nas,Oochie Wally - Remix,56DPW47j6NZnRye792oACa,0.0546,0.655,297907,0.759,0.000586,7,0.589,-6.408,1,0.321,93.704,4,0.711
5636,Gyptian,Non Stop,6kIECxdL4lVr6VNggC6tpI,0.0112,0.727,177173,0.797,6.71e-06,2,0.154,-3.975,1,0.125,105.788,4,0.363
5637,Ty Dolla $ign,Irie (feat. Wiz Khalifa),2IC0cKlmDwsgmi1zlVDbQk,0.368,0.793,225254,0.648,0.0,0,0.194,-6.879,0,0.0455,129.937,4,0.73
5638,Big Sean,Switch Up,37QI1IlyU8UktPxyXv7Pms,0.0289,0.664,308333,0.765,0.0,5,0.411,-6.527,0,0.184,143.958,4,0.72
5639,Run The Jewels,Twin Hype Back (feat. Prince Paul),6HxWfMeAh9ZkmMvyEhNanw,0.157,0.498,192413,0.783,0.0,6,0.224,-5.846,0,0.364,147.785,4,0.578
5640,Speaker Knockerz,Bands,1MFALJkbCIpfbBDyAdTesQ,0.064,0.844,192027,0.577,1.94e-06,2,0.253,-7.097,0,0.0512,145.009,4,0.637
5641,Canserbero,Stop,1PB2PfPd0g68Jn1IhAOrOF,0.451,0.747,307252,0.879,0.0,1,0.0745,-4.183,1,0.202,99.7,4,0.788
5642,Unknown Mortal Orchestra,From the Sun,1PzCMLwf0Ym5Rx6qthNu94,0.0411,0.483,283507,0.399,0.0112,6,0.0936,-13.652,0,0.0595,83.2,4,0.141
5643,Toby Love,Y Volveré,0Oh93nupRkBTJ0xOoHOOFf,0.626,0.738,163680,0.758,0.000186,2,0.214,-5.836,1,0.0551,125.124,4,0.755
5644,Sweatshop Union,L.A.M.M.,4YY7RSmIyTDyuds8ERBF52,0.0537,0.843,243120,0.63,0.0,9,0.0761,-5.686,1,0.293,131.966,4,0.399
5645,JAY-Z,BBC,0ftpc9EOGzCOFzeTioekK3,0.0945,0.802,192387,0.783,0.0,11,0.169,-5.512,1,0.15,118.019,4,0.892
5646,Young Dro,"FDB (Remix) [feat. DJ Drama, French Montana, T.I. and Trinidad James]",4VCFCQHaNWZ4rz4prBAqTC,0.0207,0.862,287960,0.538,0.0,0,0.151,-9.878,1,0.343,125.035,4,0.704
5647,Oddisee,Own Appeal,2xFxMCpPRIsgXkND5gG4aA,0.021,0.68,274286,0.731,0.0,4,0.0873,-8.283,0,0.187,97.894,4,0.228
5648,Berner,Come On,3Z2QEFAZBZMzg4w3cQkRHU,0.301,0.586,204996,0.66,0.0,6,0.114,-6.821,1,0.238,79.988,4,0.342
5649,The Uncluded,Bats,00RfIXmZ4JvhaGKK4xR6ow,0.16,0.631,405754,0.914,0.0,11,0.101,-4.332,0,0.275,169.947,4,0.633
5650,Kid Ink,Bossin' Up (feat. A$AP Ferg & French Montana),2kCOP4w7dU57nb5yV1575Z,0.00443,0.794,404000,0.573,0.0,9,0.0974,-8.246,1,0.224,119.994,4,0.213
5651,Vinnie Paz,Is Happiness Just a Word?,4jD6VCcwi2sxLQhGNW6WwA,0.000463,0.583,239013,0.919,0.00089,8,0.406,-4.839,1,0.0546,89.994,4,0.511
5652,JAY-Z,100$ Bill,7LnTHBrT52Fk4RD1jjTrHO,0.1,0.458,201240,0.977,1.21e-06,6,0.867,-2.542,1,0.707,206.07,3,0.446
5653,Joey Bada$$,Hilary $Wank,5OM3RuosTT4YEVsd8w0eV4,0.0711,0.728,202500,0.867,0.0,2,0.143,-7.9,1,0.373,94.977,4,0.828
5654,Canserbero,Pónmela en el Aire,78s7R23oTTnTgxVDGuVUBH,0.688,0.552,181708,0.749,0.0,2,0.32,-4.969,0,0.192,98.9,4,0.761
5655,Cryptic Wisdom,Tear the Walls Down,1SBSakw1S5o0EGJfal9czI,0.138,0.671,232336,0.797,0.0,5,0.569,-4.707,0,0.23,79.984,4,0.802
5656,Action Bronson,Seven Series Triplets (feat. Prodigy and Raekwon),2vA1SuXE4HLaixxLSSZT83,0.49,0.603,211467,0.864,0.0,7,0.118,-2.738,0,0.119,81.495,4,0.53
5657,Young Scooter,Columbia Remix (Dirty),7in3GxNPphXDq1Mcm586el,0.0156,0.752,310733,0.636,1.61e-05,7,0.279,-6.74,1,0.0655,139.918,4,0.195
5658,Lil Wyte,Break the Knob Off,511hTatOH3Uf98zFwA0Fi3,0.106,0.708,221000,0.966,0.0,11,0.255,-3.025,0,0.078,140.022,4,0.696
5659,Yung Lean,Gatorade,0tEjjVdIQM2i3z3Cmlt0er,0.188,0.629,199000,0.882,0.0128,8,0.573,-6.061,0,0.113,120.026,4,0.354
5660,A$AP Ferg,Cocaine Castle,4q1ThGh6IpWSd9ixvGfuHi,0.47,0.63,266960,0.708,0.0,10,0.122,-6.399,0,0.0696,120.068,4,0.419
5661,Yandel,Hasta Abajo,0rRMe1LBFoq5TjmT1Jye2D,0.0284,0.698,205547,0.919,0.0,11,0.152,-4.188,0,0.099,127.03,4,0.945
5662,Geto Boys,Still - Mixtape Version,00blYtuM22dQpn693F2BlC,0.0179,0.687,215400,0.921,0.0,7,0.267,-3.646,1,0.271,89.125,4,0.349
5663,K-OS,The Dog Is Mine,6sVTReBdWc0JFf6XHD3d0K,0.335,0.795,238520,0.686,0.0,8,0.302,-4.269,0,0.11,116.983,4,0.714
5664,Merkules,L.A.S.H. (feat. Snak The Ripper),3cMCwAW4S8VMBOew8823UM,0.0172,0.734,227488,0.872,1.03e-06,11,0.194,-6.226,0,0.357,95.973,4,0.797
5665,G-Eazy,Far Alone (feat. Jay Ant),6vipRUtpYO7kv29TIp4c8U,0.0374,0.648,199592,0.588,0.0,1,0.137,-12.012,1,0.0404,98.013,4,0.293
5666,Traviezoz de la Zierra,Así es Mi Cartel,3KpqNzebxPqY1YHQaGg9SN,0.285,0.548,170053,0.563,0.0,9,0.0775,-4.992,0,0.0349,133.413,3,0.757
5667,NNAMDÏ,ART SCHOOL CRUSH,0xG4gdBtTlO6qHKPasdvZy,0.262,0.339,203910,0.481,0.00952,9,0.302,-12.972,1,0.0444,124.89,4,0.814
5668,Juicy J,No Heart No Love (feat. Project Pat),0tEKvFDyMqytiKeyVCdyHf,0.0643,0.928,243293,0.724,0.0,1,0.261,-3.46,1,0.195,136.032,4,0.648
5669,A$AP Ferg,"F**k Out My Face (feat. B-Real, Onyx & Aston Matthews)",1pBDGRzv2oS0YPgcutJ7C3,0.103,0.783,236493,0.717,0.0,9,0.27,-6.718,1,0.462,130.072,4,0.595
5670,Juicy J,Stop It,6Uhwkv7wj6q8lH5yqWXPda,0.138,0.924,201547,0.52,0.0,1,0.321,-7.034,1,0.384,132.06,4,0.25
5671,Kid Cudi,The Resurrection Of Scott Mescudi,5qf1Fn46TzMNQ8vpyJSU4P,0.000312,0.481,160800,0.861,0.331,0,0.257,-9.229,0,0.0695,114.83,4,0.143
5672,Juicy J,Money A Do It,57FfDn3ppGi8Zv9GIQeJNR,0.0105,0.642,236707,0.659,0.0,11,0.106,-5.57,1,0.368,142.068,4,0.424
5673,Migos,Bando,5N0vzzKfd2yDw1nrdXrvPv,0.269,0.839,286056,0.923,0.0,5,0.0927,-3.54,0,0.183,135.006,4,0.692
5674,Lil Wayne,Days And Days,2ETzQogXcmi9OBU9HQFpyO,0.00617,0.717,193307,0.589,0.0,4,0.338,-4.843,1,0.333,142.09,4,0.811
5675,Kevin Gates,Die Bout It,5rSAQka1YggfnSii6mqDuG,0.247,0.588,270261,0.744,0.0,7,0.417,-6.996,1,0.543,85.472,3,0.844
5676,Nipsey Hussle,No Regrets (feat. Zeke),6M2kWO9oMSbULRQ6zstiZL,0.0971,0.557,209400,0.771,0.0,1,0.0815,-7.127,1,0.329,84.849,4,0.364
5677,Wale,Clappers (feat. Nicki Minaj & Juicy J),5GZWG4NbneAc9sGVCtqGO3,0.00135,0.742,317140,0.925,5.18e-06,1,0.182,-4.379,1,0.036,137.984,4,0.748
5678,King Lil G,Do You Think of Me,1RPQ8afpG4sgm76lU9uDgN,0.339,0.652,147853,0.562,0.0,9,0.241,-9.082,1,0.251,173.975,4,0.513
5679,Hopsin,Good Guys Get Left Behind,6YT0soqYkgiBRdc93jZGcN,0.0591,0.62,314680,0.883,0.0,8,0.0982,-8.512,1,0.436,82.619,4,0.519
5680,Mr. Sancho,Meant To Be,6ecPeR9vDE1P7B4CA6TgmQ,0.416,0.803,214013,0.452,1.53e-06,6,0.0635,-6.713,0,0.0556,87.0,4,0.622
5681,Lil Durk,"52 Bars, Pt. 2",3VItRqwD5bu4yvRVX4UYB5,0.226,0.735,190093,0.849,0.0,11,0.248,-4.825,1,0.283,148.103,4,0.69
5682,B.o.B,Throwback (feat. Chris Brown),4sqGJ5eumHKXrS7AGf5p7J,0.0235,0.779,240653,0.636,0.0,1,0.307,-6.854,1,0.0495,122.002,4,0.183
5683,Statik Selektah,Bird's Eye View,2MkFXCcdvVl0LkZmFQ5vYK,0.016,0.355,214294,0.84,0.0,2,0.313,-5.843,0,0.257,168.772,4,0.723
5684,Banky W.,Yes/No,0ZaMQuEmdsGaKQOXtiqrHn,0.23,0.534,247433,0.627,1.35e-05,11,0.127,-5.526,1,0.0745,128.796,5,0.781
5685,The Internet,Wanders of the Mind (feat. Mac Miller),6AwPKRtPVzzp2CLHYWCcNy,0.61,0.425,266413,0.404,0.000181,10,0.0594,-12.041,0,0.0384,120.188,4,0.178
5686,Rocko,U.O.E.N.O.,1baooPNpHuiV81mVg5yjVO,0.503,0.431,262857,0.668,0.0,3,0.798,-4.369,0,0.351,188.042,3,0.662
5687,South Park Mexican,Real Gangsta,3OdJ4gLPDfWNlNiga30vby,0.0992,0.739,265360,0.668,5.4e-05,9,0.37,-6.79,0,0.111,92.87,4,0.0744
5688,Big Sean,Mula Remix,4k1twluDPNSnrFd3Wxsibv,0.191,0.657,354293,0.598,0.0,1,0.754,-3.823,1,0.0504,125.929,4,0.174
5689,Kevin Gates,Arms of a Stranger,3IycTdt7LVMr9WACOurfnT,0.356,0.636,164280,0.645,0.0,0,0.106,-5.979,0,0.308,140.097,4,0.45
5690,Kelly Rowland,Dirty Laundry,136SnNOBqkCzra05ZW9U1n,0.186,0.677,329987,0.452,1.76e-05,9,0.0861,-8.344,0,0.0657,119.968,4,0.68
5691,Geto Boys,Damn It Feels Good to Be a Gangsta - Mixtape Version,5PhMoMCYsNRwhelUcNk71s,0.0552,0.767,193240,0.943,0.0352,1,0.0973,-2.455,1,0.173,89.446,4,0.642
5692,Slim Thug,"What U Mean To Me (feat. Kevin Gates, Muggs)",2c3VWva3TBZuX2tA3mLsAP,0.0672,0.691,251588,0.835,0.0,10,0.311,-6.482,1,0.0835,125.019,4,0.431
5693,OutKast,Ms. Jackson - Radio Mix,4hTZNimQzSOpFI1NljSFEA,0.194,0.83,238827,0.827,0.0,11,0.0886,-4.008,0,0.274,95.044,4,0.678
5694,Mac Miller,BDE (Best Day Ever) - Live,504jTZvXdP8YYVtd19rfuX,0.00817,0.434,321960,0.862,5.16e-05,2,0.945,-9.589,1,0.102,96.156,4,0.261
5695,E-40,Bamboo,68G4x1BaMvXZRhi4LqRSZ7,0.0784,0.872,214920,0.683,0.179,2,0.0971,-5.69,1,0.315,96.06,4,0.417
5696,Lil Wayne,Beat The Shit,4lbdubTAn1l8XZc4803AJf,0.0206,0.915,268533,0.632,0.0,9,0.502,-7.319,1,0.329,142.126,4,0.741
5697,Yo Gotti,LeBron James,6KfwXswgi5Suxu83SGY44x,0.055,0.875,193080,0.555,0.0,3,0.166,-5.608,1,0.114,130.1,4,0.465
5698,Joey Bada$$,My Jeep,1CmlEm2dEDu5raPGzLRY99,0.0365,0.772,275674,0.624,0.0,10,0.104,-6.99,1,0.236,89.999,4,0.28
5699,Wisin & Yandel,Te Deseo,20guU12jL0cEnjpHbbk35f,0.0379,0.683,250187,0.917,0.0,1,0.313,-4.184,1,0.0443,125.074,4,0.331
5700,Speaker Knockerz,Annoying,0Rd2FUc0EAzu9LpQgS4W3b,0.0207,0.619,186880,0.526,0.0,0,0.0541,-6.759,0,0.0753,148.972,4,0.488
5701,Traviezoz de la Zierra,"Plan ""B""",4tVaDqTSa7x7dKXVeXdWsR,0.387,0.691,148080,0.621,0.0,9,0.178,-6.579,1,0.17,119.667,3,0.949
5702,Canserbero,Ready,2Yfeyib4ecSlWMvrZySDnQ,0.23,0.658,495282,0.881,0.0,1,0.201,-3.806,1,0.388,90.936,4,0.705
5703,Lil Wayne,Curtains,5umrm7USJCF3OzmsgxAPc9,0.0456,0.758,271533,0.621,0.0,0,0.335,-4.562,1,0.12,127.925,4,0.487
5704,Traviezoz de la Zierra,El 09,6qKGksCT9T9nfKXXpjfCnE,0.26,0.692,184920,0.605,0.0,2,0.101,-7.999,1,0.263,118.129,4,0.867
5705,Evil Ebenezer,Sunshine,2UJhmrBVSdTHgQ5mflZ5jB,0.000573,0.564,175125,0.892,1.24e-05,0,0.466,-4.443,1,0.0638,91.87,4,0.501
5706,Danny Brown,Float On (feat. Charli XCX),7sVWaKkGHotMdumFe6Ecph,0.446,0.394,211419,0.562,0.0544,11,0.121,-9.248,0,0.26,82.343,4,0.289
5707,Casey Veggies,Life Changes (feat. Phil Beaudreau),6zrzEuvgKBZKk7ogsyGy2m,0.314,0.672,235053,0.572,5.28e-06,6,0.293,-10.486,0,0.315,134.18,4,0.419
5708,Gucci Mane,Activist,4kHeuGUALQ5BFj3zmDAWO3,0.66,0.753,288939,0.295,0.0,6,0.221,-15.09,0,0.116,132.966,4,0.619
5709,Juicy J,Gun Plus A Mask (feat. Yelawolf),4sTi4TTYqAYSaMbN243qKi,0.0879,0.878,203507,0.75,0.0,9,0.315,-6.624,1,0.379,138.093,4,0.337
5710,Jarren Benton,Razor Blades & Steak Knives (feat. Hemi),38JiIXguTCjbufUUt2nWXy,0.031,0.719,245657,0.744,0.0,11,0.198,-5.915,1,0.346,91.24,4,0.705
5711,Rawayana,Vocabulario Básico,1bFbEZctiGZItamYIBlRAL,0.173,0.759,249987,0.497,2.41e-05,6,0.124,-11.316,1,0.155,87.004,4,0.562
5712,Lil Wyte,This Down Here (feat. Jesse Whitley),1mgUypMjXZPJLN1Dk2W19n,0.0577,0.608,190507,0.559,2.42e-05,2,0.0888,-6.196,1,0.0354,136.034,4,0.0632
5713,Cam Meekins,You,3rFoMmU0AGSbuq4WyVCXre,0.172,0.839,261733,0.483,2.02e-05,11,0.0781,-7.409,0,0.0762,90.022,4,0.689
5714,Lil Tunechi,Good Kush and Alcohol (Bitches Love Me),4g4D71OZuAUDS3cJPH7FHO,0.0684,0.757,252584,0.573,0.0,3,0.29,-5.982,0,0.0757,124.87,4,0.38
5715,JAY-Z,La Familia,2la10ufvOkSlJ4jCRp2NXl,0.00148,0.753,213920,0.501,0.00186,1,0.235,-6.853,0,0.151,135.91,4,0.252
5716,Starlito,Leash On Life,2d62FFCbo0Ku1ro0XtAnlW,0.154,0.495,239920,0.683,0.0,1,0.167,-7.62,1,0.734,131.142,4,0.455
5717,Mndsgn,Yahlubba(nnu),1SmNMFJ6Ko1pSq0MOWi9Bw,0.838,0.501,99500,0.611,0.854,10,0.203,-13.935,1,0.0933,140.064,4,0.27
5718,Rittz,Wastin Time,3ycZJYBD90GiBz0fdnh4OD,0.112,0.784,291533,0.804,5.68e-06,2,0.0613,-4.196,1,0.0548,135.054,4,0.678
5719,Pusha T,S.N.I.T.C.H.,4s6nWWZuEXIhmFcejmsXwi,0.0204,0.581,243840,0.605,0.0,5,0.139,-6.646,0,0.308,160.19,4,0.161
5720,Danny Brown,The Return (feat. Freddie Gibbs),4cmuKKERCLkCtkANHjvNPh,0.0689,0.398,190141,0.743,0.00084,10,0.403,-8.23,0,0.445,87.94,4,0.522
5721,2 Chainz,I Do It,1DRRWz7CF55lysOeyCFEdh,0.181,0.581,373693,0.716,0.0,11,0.201,-4.486,0,0.186,145.378,4,0.597
5722,The Underachievers,T.A.D.E.D,1ZkUQ9Kksbt2b6ASzOMHdS,0.0695,0.641,202537,0.648,5.51e-06,11,0.121,-7.554,0,0.335,131.126,4,0.175
5723,C tha Future,Big Spender (feat. Troof),61Z4raXTB6KN9kwbYTN6Th,0.027,0.635,192145,0.532,0.0,2,0.522,-8.133,1,0.407,65.124,4,0.359
5724,Falo,"Hey Mister (Remix) [feat. Jowell y Randy, Watussi & Los Pepe]",2qboQCfyknf0upORQx9glq,0.433,0.862,250560,0.867,2.74e-06,2,0.0919,-3.866,1,0.184,96.011,4,0.643
5725,Avant,80 In A 30,1DNGsVgzymmZVaN5pyGoeH,0.282,0.667,224440,0.513,0.0,1,0.297,-6.409,0,0.0632,74.803,4,0.441
5726,Nipsey Hussle,Gangstas Life (feat. Snoop Dogg),5If3EU8AnktQS0yf8rc3BA,0.0133,0.857,234974,0.449,0.0,0,0.145,-10.013,1,0.333,94.053,4,0.672
5727,Meek Mill,Dope Dealer,5gjVjG4ynMxvyxljL55N6E,0.154,0.833,288667,0.535,3.38e-05,6,0.12,-9.801,0,0.291,130.142,4,0.437
5728,De La Ghetto,Relajate Conmigo (feat. Arcangel),6lBHnFX56MztjvbA8b2tdK,0.518,0.708,231549,0.732,0.000638,0,0.0852,-7.573,1,0.135,83.846,4,0.63
5729,Andy Mineo,Caught Dreaming,0nD0QdGmtftYWAq6tfiSJ9,0.0677,0.596,244027,0.796,0.0,9,0.103,-5.835,0,0.0934,140.098,4,0.396
5730,Carnage,Michael Jordan,04C3iPU7Z8Qfj1eRU4w22G,0.361,0.755,223505,0.769,0.9,10,0.127,-4.069,1,0.0466,129.952,4,0.34
5731,JJ DOOM,Bookfiend - Clams Casino Version,6KEc95NpojOK80D9RL9NDD,0.208,0.51,173053,0.528,0.0,1,0.162,-9.171,1,0.214,67.879,4,0.148
5732,R.A. The Rugged Man,Holla-Loo-Yuh,75F0EDWyhcmKxUYvC4fRpN,0.0958,0.579,192633,0.953,1.42e-06,10,0.167,-3.288,0,0.384,73.85,4,0.527
5733,MellowHigh,Yu,3zmEykbQ6rlvYz4qJHdWMC,0.0189,0.397,146347,0.668,0.0,11,0.0924,-8.857,0,0.334,163.829,4,0.326
5734,Yandel,Déjate Amar,4Qo0Ijy8lD53X7Ox4gKLNq,0.0239,0.695,219787,0.806,0.0,0,0.0971,-3.248,1,0.0638,92.968,4,0.353
5735,The Uncluded,Delicate Cycle,5y4XhDgt7gystW4ImoKIU8,0.116,0.583,255017,0.646,0.0,2,0.101,-6.654,1,0.153,96.177,4,0.388
5736,Big Sean,Toyota Music,5Pd7oO5U5fP9lXUjeUFMxi,0.103,0.693,203427,0.671,0.00106,0,0.172,-6.295,0,0.0405,120.033,4,0.52
5737,Tiwa Savage,Eminado (feat. Don Jazzy),3Gxold2xHisD55irEJ7du7,0.34,0.709,230253,0.962,0.0,5,0.304,-1.383,0,0.0573,118.939,4,0.924
5738,Tech N9ne,Party the Pain Away (feat. Liz Suwandi),3U9xJ5hMYp7qnoHk3KiOC0,0.414,0.767,243202,0.613,0.00156,8,0.0962,-9.242,0,0.143,97.008,4,0.188
5739,Yo Gotti,Respect That You Earn (feat. Ne-Yo & Wale),0zV8HiTQ2MHlgCkDfq9Ak6,0.00563,0.378,262400,0.55,0.0,6,0.11,-5.914,0,0.11,78.713,4,0.117
5740,T.I.,Wit Me (feat. Lil Wayne),4FMtPpDo4l4AJitaFxvaMV,0.0293,0.724,305080,0.693,0.0,1,0.0709,-4.737,1,0.229,142.037,4,0.388
5741,Burna Boy,Tonight,1uUicV3BDzRccm6azPFnrl,0.0359,0.796,250000,0.676,6.26e-06,5,0.0549,-6.51,0,0.0525,112.019,4,0.733
5742,Nipsey Hussle,A Million,4P4tW3TAGGuPekz3JnzniQ,0.301,0.799,124826,0.558,4.62e-06,9,0.159,-10.521,0,0.262,135.031,4,0.381
5743,The Internet,Shadow Dance,69yzAclRgnXMGbyVIMdxXk,0.139,0.708,238280,0.186,9.67e-05,8,0.105,-12.363,0,0.0395,120.137,4,0.533
5744,JJ DOOM,Banished - Beck Remix,5SgNJ352U9yKBJXsaWh8v2,0.606,0.679,244480,0.605,0.0,0,0.109,-9.252,1,0.449,144.008,4,0.725
5745,Arcangel,No Se Si Fue,4kPatgCcFF7kVsdMUG21O8,0.3,0.856,213185,0.534,0.000452,11,0.0835,-10.512,0,0.0889,92.032,4,0.78
5746,Iggy Azalea,Change Your Life,7FGFtUdUGrwQxFKVtQASS2,0.0206,0.673,220749,0.773,0.0,6,0.12,-5.545,0,0.22,132.008,4,0.686
5747,Arcangel,Me Prefieres a Mi,0FUWu0bfHD01E4SSBNwerx,0.366,0.677,191533,0.708,0.0,9,0.771,-6.095,0,0.0824,80.994,4,0.695
5748,Traviezoz de la Zierra,El Sr. Del R15,1wN1MnYCcw1xdSreUxs0ev,0.503,0.635,204413,0.73,0.0,4,0.124,-7.726,1,0.039,122.496,4,0.937
5749,Wale,Rotation (feat. Wiz Khalifa & 2 Chainz),7AuE7MxmY5CMigYDjFpt2N,0.402,0.812,300760,0.548,0.0,7,0.109,-7.297,1,0.164,119.943,4,0.425
5750,Clika One,Late Night Creep,0oMIqiMgLG5nhCoHpAc3xf,0.0361,0.697,282000,0.409,0.000109,8,0.148,-9.881,1,0.0779,78.021,4,0.351
5751,Canserbero,Apa y Can,1sYkjr3qck6jGImeQnMGNc,0.475,0.698,303569,0.864,2.17e-06,9,0.322,-3.832,1,0.241,95.631,4,0.728
5752,Milo,Almond Milk Paradise,3lp8DkqnjVDfyuAj5Tl1By,0.751,0.428,232022,0.574,0.0,1,0.105,-9.95,1,0.378,80.753,3,0.349
5753,Starlito,Luca Brasi Speaks,799UGi2uDEaggQOffCD2DB,0.0751,0.727,178125,0.84,0.0,0,0.416,-6.517,1,0.199,114.466,4,0.283
5754,Juicy J,If It Aint,2e6nOpj9m1hATkMpoO03D3,0.0253,0.877,223733,0.768,0.0,11,0.105,-6.794,1,0.204,139.939,4,0.548
5755,Doughboyz Cashout,Mob Life (feat. Jeezy),2Agrcc6FYR4jG8YxT5H5jf,0.00572,0.628,283796,0.727,0.0,1,0.35,-6.52,1,0.0813,178.389,4,0.237
5756,Andy Mineo,Ayo!,1e4gRwh6aJpHBT2eU4vYED,0.0441,0.699,243827,0.925,0.0,11,0.304,-3.836,0,0.184,88.031,4,0.487
5757,Big Sean,You Don't Know,40XYVhxWCrpvwfTo2hZoER,0.106,0.602,222640,0.804,1.24e-06,7,0.43,-5.202,1,0.102,137.88,4,0.312
5758,Hopsin,Old Friend,0RLAh3SpNgaKYjLaoSxGlJ,0.242,0.617,265387,0.82,0.0,4,0.298,-6.762,0,0.132,91.921,4,0.2
5759,Twisted Insane,Pick Your Poison,14dEncORcmDrPQaniqHOIA,0.112,0.686,249794,0.801,3.47e-05,5,0.153,-8.84,0,0.183,125.972,4,0.0651
5760,Pusha T,40 Acres,2B6NMtdXWY2W76tZulV3v4,0.607,0.553,281320,0.552,0.0,9,0.0925,-8.36,0,0.455,106.753,5,0.0863
5761,Joey Bada$$,Sit N' Prey,4NhjlUZhCwuwdFIZ35WHtt,0.101,0.698,262036,0.66,0.0,2,0.14,-5.293,1,0.283,93.69,4,0.535
5762,Joey Bada$$,My Yout,7mWDdjxPOVNkvXjvTwg8eY,0.0579,0.83,211565,0.558,0.0,1,0.33,-7.089,0,0.267,95.973,4,0.412
5763,Lil Wayne,Hot Revolver,2xv4vRPukRNAtdgyj7EqrT,0.00523,0.703,200800,0.513,0.0,7,0.0872,-7.209,1,0.0481,128.994,4,0.274
5764,Junior M.A.F.I.A.,Players Anthem,1Gj44mXbEJnAZeTeWlU34Q,0.12,0.666,219800,0.761,4.5e-06,11,0.123,-9.135,0,0.401,89.661,4,0.715
5765,Big Sean,Mona Lisa,6FjcShHWPvel5QPNhWivJe,0.0682,0.657,210640,0.738,0.0,1,0.0972,-6.386,1,0.0815,135.922,4,0.402
5766,Pusha T,Suicide,1XpdbfDAQi4tt0pMss2oUR,0.0237,0.812,222013,0.6,0.0,6,0.0635,-8.068,0,0.425,159.991,4,0.918
5767,Lil Wyte,Freaky Girls (feat. V.V.S.),017qykiMjejqcpbUtmE1VS,0.0862,0.755,260000,0.759,0.0,11,0.349,-5.259,1,0.0662,130.046,4,0.534
5768,Ethelwulf,Blunts on My Mind,1GL5NGYZDG5hF1YQnpxrSp,0.243,0.808,185967,0.357,0.00599,7,0.104,-15.961,0,0.236,136.108,4,0.395
5769,2 Chainz,Fork,6rRupvuAzMWi8XcxHF4wPH,0.249,0.868,227413,0.631,0.0,7,0.327,-4.724,1,0.158,128.979,4,0.552
5770,DJ Drama,"4 What (feat. Young Jeezy, Yo Gotti & Juicy J)",1IrIDLP30VyCQUt2qsS6a6,0.0163,0.652,246792,0.746,0.0,7,0.305,-6.941,1,0.0852,144.962,4,0.858
5771,JAY-Z,Nickels And Dimes,7ijXITJ7C9HgpU65GHs2Zr,0.0808,0.602,303253,0.741,0.084,7,0.305,-8.825,1,0.337,178.616,4,0.357
5772,Maxo Kream,Whitney Houston,54U6wYIvLm14sCLTg4rJ6r,0.055,0.822,193045,0.483,0.0,11,0.342,-8.676,1,0.148,148.057,4,0.253
5773,Rittz,F**k Swag,2HhQouKcGKi21yuwm1Kh5A,0.0403,0.888,174311,0.82,0.00165,10,0.0941,-7.46,0,0.0491,130.011,4,0.388
5774,Emilio Rojas,Seek You Out (feat. Chris Webby),24MXomnc0fJoVrkbFq9iSQ,0.137,0.351,233314,0.713,0.0,2,0.218,-8.985,0,0.438,68.733,5,0.211
5775,Kevin Gates,Around Me,0QPTmaIk3oQaaBsqN5JqS7,0.0748,0.8,169013,0.822,0.0,9,0.349,-2.923,1,0.0599,137.989,4,0.721
5776,Juicy J,Talkin' Bout (feat. Chris Brown & Wiz Khalifa),4akhbNESDCPYt1qisjJpXi,0.0116,0.86,261467,0.755,0.0,8,0.0733,-6.492,1,0.274,142.994,4,0.599
