,artist_name,track_name,track_id,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
380,My Chemical Romance,The Kids from Yesterday,5A0OekqQy0rb1pcsf4k0J7,2010,0.553,0.897,2,-4.297,1,0.0444,0.000155,0.0225,0.0972,0.361,120.007,324973,4
381,Prince Royce,Incondicional,5c2DD4J9eIWYwe3O0OuVU1,2010,0.697,0.792,9,-4.468,0,0.0381,0.567,0.000374,0.118,0.881,129.034,208547,4
382,Juan Luis Guerra 4.40,Mi Bendición,5fF0fb0VFihGDHFshDLi2Z,2010,0.826,0.439,0,-6.895,1,0.0339,0.782,0.0,0.107,0.803,124.758,188373,4
383,Bruno Mars,Our First Time,5BmKRyAjCnvkko7Ms00YtA,2010,0.705,0.451,9,-8.221,0,0.0429,0.381,0.0,0.276,0.868,77.998,243013,4
384,Vampire Weekend,White Sky,1W2ox3KxfTEQfO5NdOaK7E,2010,0.785,0.692,9,-5.647,1,0.0776,0.112,0.00505,0.326,0.944,102.019,178667,3
385,Christina Aguilera,But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack,3OYOZLoYStvNnGpsiCxrBf,2010,0.625,0.66,4,-5.477,1,0.0416,0.129,6.34e-05,0.12,0.731,125.303,149693,4
386,Enrique Iglesias,Dirty Dancer,1XS0Gyb2YyUgoxa8O67emr,2010,0.662,0.942,3,-3.631,0,0.072,0.00854,0.0,0.117,0.787,133.03,214760,4
387,Neon Indian,Deadbeat Summer,0O3YOl3BI4iKDByiTNvk1a,2010,0.635,0.664,0,-5.629,1,0.23,0.00953,0.00045,0.0788,0.707,120.015,242707,4
388,Kid Cudi,MANIAC,6R4flNWy1pWkjzwg3TCDlM,2010,0.522,0.66,5,-10.227,0,0.107,0.0781,0.0785,0.671,0.427,149.964,178240,4
389,Big Time Rush,Nothing Even Matters,1orvAKENOEEigWWVmusYAO,2010,0.718,0.836,4,-3.8,1,0.0685,0.345,0.0,0.112,0.767,81.042,228760,4
390,Sara Bareilles,Breathe Again,0UgmLwOrTeOCUNwV07a5AD,2010,0.366,0.482,5,-7.9,1,0.0278,0.288,0.00655,0.117,0.278,169.677,298098,4
391,Hannah Montana,Gonna Get This,1y6Y28gA3mNHSs7RDLrDKs,2010,0.676,0.769,0,-3.513,1,0.0464,0.0214,0.0,0.0797,0.781,100.02,196867,4
392,Emily Osment,Let's Be Friends,0f7nr5Np1wncQTrePQk6cA,2010,0.596,0.801,4,-6.495,0,0.0522,0.00308,1.24e-05,0.188,0.479,123.926,180933,4
393,Train,If It's Love,3g4GTF5OZrLrmk7hGZFkH8,2010,0.628,0.917,6,-3.489,1,0.144,0.0108,2.25e-06,0.306,0.638,94.988,239040,4
394,Black Eyed Peas,Don’t Stop The Party,61s24wRVyG7NP9m7EjdDKL,2010,0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81e-06,0.07,0.656,128.022,367413,4
395,Harlem,Someday Soon,7JpyVb9xf29fLq2yYfMvl3,2010,0.339,0.919,9,-4.221,1,0.0409,0.123,0.0215,0.065,0.552,145.413,159773,4
396,Sufjan Stevens,Futile Devices,4VNWVzVj6QnNwasZBjPGdu,2010,0.579,0.292,4,-18.643,1,0.034,0.993,0.916,0.0895,0.376,140.188,133267,4
397,Tenth Avenue North,You Are More,72VNLbfQELdPaKMTNjT2eB,2010,0.508,0.589,7,-7.204,1,0.036,0.0172,0.0,0.129,0.353,132.043,217400,4
398,Boy Meets Girl,Waiting for a Star to Fall,5suJZTE8SpSmR4zMqxLg3V,2010,0.656,0.734,3,-10.25,1,0.028,0.0896,9.99e-05,0.301,0.591,116.246,266213,4
399,Don Omar,Hooka,0BenZn1xELuxhb7Pjwyjxv,2010,0.73,0.863,1,-5.082,1,0.154,0.0373,0.0,0.491,0.818,170.014,237973,4
400,IU,Good day,1SwZVVH9BnXtLRLi2cbFhw,2010,0.643,0.878,9,-2.998,1,0.0673,0.163,0.0,0.105,0.583,128.035,233613,4
401,Selena,Amor Prohibido,7ii1YH0rOmpoRfH9HyY8To,2010,0.548,0.688,7,-6.053,1,0.0372,0.455,0.0,0.072,0.813,179.842,164120,4
402,Agnes Obel,Riverside,7kaub3iYrvVz5gaPVemsWE,2010,0.648,0.189,9,-13.553,0,0.0311,0.984,0.000375,0.132,0.231,98.891,230547,3
403,Never Shout Never,Can't Stand It,5YX2R55h76mamgXwsvBRlH,2010,0.684,0.622,2,-5.313,1,0.0334,0.0302,1.09e-06,0.277,0.368,125.974,170560,3
404,Yelawolf,Billy Crystal,5kteG7fLexn7VkwfEflFT1,2010,0.749,0.846,1,-7.518,1,0.0895,0.0963,0.0122,0.313,0.481,143.004,239973,4
405,The Downtown Fiction,I Just Wanna Run,2S4CfxZG29GZWwDeMtBq2R,2010,0.669,0.667,4,-3.0,1,0.0511,0.00769,0.0,0.0983,0.69,128.103,199960,4
406,Ellie Goulding,Lights,11ozIUBoXAgRTVWelDn4pL,2010,0.703,0.731,8,-6.283,0,0.0311,0.0721,0.00191,0.138,0.719,120.028,244267,4
407,Nelly Furtado,Say It Right,5qRoxgyvBkvgvOo20wtPhS,2010,0.873,0.869,1,-6.238,1,0.133,0.047,0.000722,0.0463,0.798,116.943,223520,4
408,Taylor Swift,Superman,2R7C9dDqv1UPycvepBFziA,2010,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,275960,4
409,MARINA,Seventeen,5UmLoBLWWRnqGhPfVWRgGd,2010,0.771,0.816,9,-5.755,0,0.031,0.328,0.0,0.136,0.798,130.017,182160,4
410,Gorillaz,Some Kind of Nature (feat. Lou Reed),4M88Wd7Aps5LGRWMOC7gSH,2010,0.769,0.75,10,-5.092,1,0.0304,0.115,0.0208,0.0909,0.942,97.229,179867,4
411,Taylor Swift,Innocent,3kfgJql90tzgoxByioAMXR,2010,0.552,0.608,1,-5.29,0,0.0259,0.186,0.0,0.125,0.17,134.05,302253,4
412,"Héctor Acosta ""El Torito""",Perdóname la Vida,7jkIwEJXP3nmTO3fsCJmnS,2010,0.837,0.644,4,-5.377,1,0.0334,0.561,0.0,0.165,0.628,125.006,267827,4
413,Best Coast,When I'm With You,7Cb9fYGYtFaANCaqYEOCDC,2010,0.137,0.821,7,-4.59,1,0.0548,0.445,0.757,0.309,0.306,145.166,178080,4
414,Drake,Thank Me Now,3cBUv0RIoEyAm2b7qimEY6,2010,0.495,0.772,8,-4.851,1,0.425,0.282,0.0,0.119,0.748,71.295,328573,4
415,Two Door Cinema Club,"Eat That Up, Its Good for You",40l6zWCpxIuS6YLQlFgKYR,2010,0.501,0.879,5,-5.364,1,0.0529,0.00267,0.00267,0.335,0.539,154.921,225427,4
416,Sara Bareilles,Gonna Get Over You,45ou2UBThJA4WtFGIiYLI3,2010,0.619,0.799,0,-4.642,1,0.0301,0.0199,0.0,0.126,0.605,142.033,256307,4
417,The Naked And Famous,Girls Like You,5mEyCUtI36Jmu2KNQQ4jaw,2010,0.491,0.481,4,-5.762,1,0.039,0.0657,0.000167,0.105,0.0546,124.858,364493,4
418,Passenger,Shape of Love,6eQYZ57P28uc8caJagxYcZ,2010,0.625,0.736,1,-8.658,0,0.0325,0.118,0.0,0.167,0.909,105.529,188453,4
419,Taio Cruz,Higher,4PYTMO1VMWLPVvGUtqkUwv,2010,0.528,0.9,8,-4.301,0,0.0759,0.0349,0.0,0.144,0.558,127.986,188133,4
420,Gorillaz,Doncamatic (feat. Daley),7twVmetQlugzgUqdMNjdJ4,2010,0.893,0.48,9,-5.493,1,0.056,0.0903,0.0,0.102,0.968,123.98,202067,4
421,Demi Lovato,"It's On - From ""Camp Rock 2: The Final Jam""",5eEmVNuqo4oKDh9MDeCAmt,2010,0.61,0.944,11,-3.536,0,0.135,0.00533,0.0,0.0668,0.916,150.056,242773,4
422,Spose,I'm Awesome,1qsoQzhJM3eHiF6EFjajZL,2010,0.636,0.774,0,-5.474,1,0.344,0.145,0.0,0.633,0.774,92.429,249160,4
423,Flo Rida,"Turn Around (5,4,3,2,1)",6Uj8ru7TNLDIelbuQ8eBd6,2010,0.697,0.835,6,-5.843,1,0.0912,0.00578,0.0,0.314,0.832,128.018,201387,4
424,Dave Barnes,God Gave Me You,28lU91CRfUdWJEY7KbhZBL,2010,0.459,0.823,4,-6.481,1,0.037,0.00332,1.75e-05,0.189,0.55,152.062,228960,4
425,Big Time Rush,Big Night,3mTyzSoSqh6KJj9p88WHaY,2010,0.607,0.733,6,-4.13,0,0.0312,0.000486,1.59e-06,0.313,0.57,140.097,196133,4
426,Taylor Swift,Haunted - Acoustic Version,62rlxI6g2PNaWsHoiRryto,2010,0.563,0.443,5,-5.078,1,0.0247,0.842,0.0,0.293,0.313,80.962,217613,4
427,Mikky Ekko,"Who Are You, Really?",2zXKqJFHefEgjlg3rYW7Rx,2010,0.643,0.726,10,-6.219,0,0.0476,0.002,4.52e-06,0.0766,0.725,143.97,147000,3
428,Enrique Iglesias,Heartbeat,0yICN9QFclohtq33HSmFwZ,2010,0.569,0.89,10,-3.197,1,0.0926,0.0261,0.0,0.271,0.4,130.01,256080,4
429,Cher,Welcome To Burlesque - Burlesque Original Motion Picture Soundtrack,0OQyjeW3jHynzehiKw1wPo,2010,0.666,0.519,11,-7.88,1,0.0476,0.085,0.0,0.24,0.457,135.891,165973,4
430,Wiz Khalifa,Still Blazin,7brXjvggoqqbXX7W4hRPjZ,2010,0.627,0.857,6,-4.267,0,0.289,0.00406,0.0,0.854,0.673,144.22,206651,4
431,Kesha,Backstabber,4GRFzKI7jTZ3kbMfouc7bn,2010,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840,4
432,Will Reagan,Nothing I Hold on to (Live),2orHAZyBJH5rbojtwPsztm,2010,0.462,0.361,7,-10.513,1,0.0291,0.608,0.0,0.206,0.297,141.755,376093,4
433,Cher,You Haven't Seen the Last of Me - Burlesque Original Motion Picture Soundtrack,5PjC8plTyOm10VPjZ2qMyQ,2010,0.503,0.592,8,-4.849,1,0.032,0.609,0.0,0.136,0.201,124.683,210547,4
434,Katharine McPhee,Terrified,573EXMFHsEKPRSy08G91Sr,2010,0.524,0.728,3,-3.86,1,0.0374,0.202,0.0,0.113,0.206,116.464,236773,4
435,Yelawolf,I Just Wanna Party,2A7ZlQRIhZhsJC7bk7hGNB,2010,0.785,0.566,1,-8.488,1,0.438,0.00816,9.05e-05,0.799,0.611,160.01,311773,4
436,Kid Cudi,Don’t Play This Song,09ZeNJ09kGQDdlvdPJ2Vfd,2010,0.624,0.628,4,-7.719,0,0.0434,0.896,0.00808,0.342,0.487,137.919,222893,4
437,Two Door Cinema Club,Cigarettes In the Theatre,2Vfbf60Ujpom3Bcljzw7Dd,2010,0.454,0.867,0,-5.321,1,0.214,8.03e-05,0.265,0.115,0.67,168.973,214253,4
438,Drake,Light Up,0PWQqF5PvqRq0OPLSH0FKI,2010,0.472,0.908,8,-5.991,1,0.45,0.0936,0.0,0.15,0.198,172.924,274147,4
439,Lil Jon,Shots,7cWNahjynBEP4wuXXhU0m6,2010,0.822,0.863,1,-2.441,1,0.0471,0.00887,1.29e-06,0.122,0.174,128.017,218000,4
440,will.i.am,"Check It Out - Main, Explicit Version",5tMoj9U1ZAJ3pOMndaShr7,2010,0.849,0.657,1,-5.124,1,0.0599,0.0601,7.91e-06,0.121,0.741,130.107,252027,4
441,Sleeping With Sirens,The Bomb Dot Com V2.0,5M9kio8FEFiNKyTDGqksy2,2010,0.41,0.959,7,-4.88,1,0.0823,4.25e-06,2.03e-06,0.359,0.523,165.038,211720,4
442,Taylor Swift,Mine - POP Mix,0fAbfDiuQiUwV7FUcFfRGY,2010,0.695,0.723,7,-3.806,1,0.0285,0.00727,1.2e-06,0.1,0.679,121.011,230333,4
443,The Pretty Reckless,You,0XaPN9mU1BgLJZhuCxzc6T,2010,0.161,0.543,6,-7.304,1,0.0284,0.196,0.0801,0.137,0.261,78.371,212187,4
444,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,5ZFVacinyPxz19eK2vTodL,2010,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,206461,4
445,Yelawolf,Trunk Muzik,5siN7pZMRXaTQD61g1F3qD,2010,0.662,0.72,1,-9.242,1,0.12,0.0106,0.0392,0.0499,0.0789,135.253,221187,4
446,Glee Cast,"River Deep, Mountain High (Glee Cast Version)",6w8tGzTSdZKkKG4IWh1n6h,2010,0.323,0.855,8,-4.603,1,0.0756,0.0563,0.000291,0.298,0.497,167.522,212627,4
447,My Chemical Romance,Party Poison,1RT6zSjs59gJdFfUshT465,2010,0.413,0.988,8,-2.165,1,0.0745,0.0033,0.00334,0.471,0.642,162.954,215960,4
448,MARINA,Hollywood - Single Version,3JvTWWbauZ4hyVrT2OsePb,2010,0.565,0.817,0,-5.84,1,0.0292,0.00271,0.0,0.483,0.737,122.969,204947,4
449,Justin Bieber,Runaway Love,1xgN9KBVVoTNygpYjpXnvH,2010,0.754,0.65,10,-6.046,0,0.0316,0.0833,0.0,0.177,0.924,104.023,212573,4
450,Pharrell Williams,Despicable Me,2EOMe4XAS7U6UA1mhDs9tP,2010,0.782,0.333,11,-12.283,0,0.115,0.0481,0.0,0.102,0.32,84.99,252973,4
451,Sara Bareilles,Uncharted,7hEbLvHSHpmMZXuuw2nmmH,2010,0.456,0.728,1,-3.725,1,0.0435,0.285,0.0,0.0343,0.724,203.962,214320,4
452,Daniel Merriweather,Water And A Flame (feat. Adele),6FZjUIfR6vEEg1bT9elJlf,2010,0.558,0.689,2,-4.89,0,0.0408,0.0962,0.0,0.194,0.546,148.118,219187,4
453,Maroon 5,If I Ain’t Got You - Live,3M1aZaO65nz2yuA5g8LIVQ,2010,0.502,0.412,3,-8.262,1,0.027,0.596,0.0,0.0969,0.221,114.344,240787,3
454,Plies,Becky,5pZupzhQ1KAq8sFtFxS3nG,2010,0.568,0.605,1,-5.944,1,0.202,0.0649,0.0,0.0404,0.848,99.764,200795,4
455,Marianas Trench,Good To You,3eDBBDWXkmH6chzPZhuajx,2010,0.405,0.703,7,-4.893,1,0.0463,0.0213,0.0,0.217,0.197,156.155,184880,3
456,DEV,Bass Down Low,4Xf7EL8G6FRYwvJADl0nf4,2010,0.798,0.627,0,-8.086,1,0.0602,0.0778,0.0,0.0472,0.84,113.029,210600,4
457,Wavves,Green Eyes,1iMOLNyzKtIMucwZzQSjZi,2010,0.42,0.788,6,-5.356,1,0.0524,0.00131,0.0,0.125,0.242,142.98,229813,4
458,Surfer Blood,Floating Vibes,5ElF4NdnaSCHlJLCqHyy0u,2010,0.567,0.735,4,-7.296,1,0.0294,0.0368,0.000824,0.149,0.509,126.857,234497,4
459,Evelyn Evelyn,Evelyn Evelyn,4bZi0vF5fPvB2g8JiWDARW,2010,0.321,0.231,7,-12.29,0,0.0376,0.821,3.78e-05,0.101,0.149,179.711,276173,3
460,Intocable,Sueña,7EjNvqolyU8YKutApPPwXe,2010,0.378,0.666,2,-6.568,1,0.0949,0.298,0.0,0.0966,0.398,173.423,253240,4
461,Kid Cudi,The End,69D34snjPbZYGNwmIjmsZG,2010,0.63,0.773,9,-6.217,1,0.12,0.194,0.0989,0.111,0.446,158.006,260573,4
462,OK Go,Shooting The Moon,4StBMIFXJl9ObFMdeEQD6S,2010,0.305,0.763,6,-7.551,1,0.0528,0.0187,0.00143,0.226,0.55,146.685,200773,3
463,Beta Radio,Either Way,3ihp0qYSN89GBnrgF6GhRh,2010,0.651,0.621,8,-7.271,1,0.0359,0.637,0.000122,0.0712,0.914,77.578,135560,4
464,B.o.B,Don't Let Me Fall,3myI1o0izYfh2z9JTQzCfJ,2010,0.543,0.73,1,-6.086,0,0.0384,0.00631,0.0,0.213,0.267,150.187,275387,4
465,Kesha,Kiss N Tell,3OY9NKwRfYqNNpeogsm5eR,2010,0.752,0.695,4,-3.854,1,0.0956,0.00223,0.000137,0.28,0.963,144.021,207653,4
466,Lil Wayne,Gonorrhea,2k79z9A1dbdQ8gQG8M1Zz5,2010,0.715,0.745,9,-5.71,1,0.25,0.0311,0.0,0.0823,0.687,148.042,262440,4
467,David Guetta,Memories (feat. Kid Cudi),0NrwQdPgOlLkVEC3VMlU42,2010,0.544,0.87,8,-6.103,1,0.26,0.0015,2.8e-06,0.246,0.502,129.984,210093,4
468,Miguel,Girls Like You,4qE2iDO78w5uHs03R8V7FQ,2010,0.511,0.718,4,-6.795,0,0.118,0.000858,3.73e-05,0.0917,0.291,167.722,203680,4
469,Deerhunter,Helicopter,6cqXhzuVIH4Hm2CkF7ZN21,2010,0.504,0.718,4,-7.202,1,0.039,0.219,0.503,0.257,0.418,73.984,298173,4
470,Lifehouse,From Where You Are,5ef3mAxAAjk93V6IpriOrz,2010,0.363,0.408,9,-10.861,0,0.0273,0.185,2.94e-06,0.113,0.271,87.335,181280,4
471,Intocable,Eres Mi Droga,1iEu0w8EG4xkNpmzzy4SyP,2010,0.614,0.834,7,-5.705,0,0.0909,0.26,0.0,0.166,0.962,188.493,203907,4
472,Gorillaz,Glitter Freeze (feat. Mark E Smith),4EJFCpthcrP6oOUUXQZ22Z,2010,0.259,0.73,0,-4.856,1,0.0536,5.57e-05,0.767,0.166,0.156,90.392,243253,3
473,Ben Rector,White Dress,5MvOzCgMwWcMVSKq4gix31,2010,0.644,0.637,11,-6.316,1,0.0295,0.0146,1.13e-05,0.0964,0.377,135.015,234093,4
474,Arcade Fire,We Used to Wait,37EmPMVwdBaKs7UhJOkHUU,2010,0.573,0.642,8,-7.239,1,0.0279,0.0734,0.0232,0.105,0.49,120.753,301400,4
475,Carole King,It's Too Late,4etJ8NpS7YJ6vViV2UEJit,2010,0.699,0.446,9,-12.719,0,0.0284,0.496,0.0054,0.177,0.788,104.243,233187,4
476,Demi Lovato,"Brand New Day - From ""Camp Rock 2: The Final Jam""",7MG5A5HdsYjlHNjFp6Z7ec,2010,0.544,0.903,2,-4.282,1,0.0712,0.014,0.0,0.083,0.407,94.95,201133,4
477,Maroon 5,Give A Little More,2TRuBFYZYw0Q7qIVBhqR1T,2010,0.753,0.824,0,-4.301,1,0.0385,0.000937,0.00018,0.141,0.937,117.95,180293,4
478,Kesha,Crazy Beautiful Life,1YcOjtjiwwiwlrzmeueQ45,2010,0.804,0.57,8,-4.691,1,0.0343,0.0158,2.83e-05,0.14,0.803,104.999,170213,4
479,My Chemical Romance,The Only Hope for Me Is You,0OByd6pqxZzsXZRj6kJYbN,2010,0.479,0.854,6,-4.129,1,0.0548,0.000271,4.89e-06,0.117,0.129,125.92,272773,4
480,The Black Crowes,She Talks to Angels,47cBKOTLfTt7EOavt7ZW5V,2010,0.38,0.34,4,-12.599,1,0.0307,0.253,0.00178,0.305,0.182,145.99,376960,4
481,k.d. lang,Hallelujah,5S0pF13mOsTnYweFwFy4D0,2010,0.339,0.184,4,-8.624,1,0.0289,0.846,2.71e-06,0.109,0.0989,76.053,308440,4
482,Miley Cyrus,Every Rose Has Its Thorn,2GFAmPwmQByPEeWcjiR8AE,2010,0.254,0.657,10,-4.995,1,0.0385,0.19,0.0,0.0952,0.352,151.045,228240,4
483,Escape the Fate,Ashley,6tO1amT2NLvgsBzBhHOR1S,2010,0.269,0.904,5,-5.715,1,0.188,0.00201,0.0,0.312,0.346,177.423,207400,4
484,Florence + The Machine,Dog Days Are Over,6dux5viG3Ku3IefPx3gFNT,2010,0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,252819,4
485,Local Natives,Who Knows Who Cares,1AvrWYdBAIAN5Su7wEw6C6,2010,0.428,0.586,10,-5.778,1,0.0321,0.405,5.12e-05,0.0815,0.25,77.904,233120,4
486,Baths,Aminals,17RkpFRsRKCNSX7WfxX2qi,2010,0.743,0.699,8,-6.438,1,0.147,0.0196,0.73,0.254,0.704,95.001,198452,4
487,Lifehouse,Falling In,3oQLJ4CkXlnrFE13CTsk68,2010,0.653,0.85,7,-5.071,1,0.0283,0.000679,0.0,0.0895,0.496,122.735,226280,4
488,Ellie Goulding,Starry Eyed,1vWGa8yC21ZELs9dAhiC2Q,2010,0.508,0.831,5,-5.273,0,0.0333,0.121,5.56e-06,0.352,0.65,149.915,176613,4
489,Big Time Rush,I Know You Know (feat. Cymphonique),75JWlOu7NQQ7xTtA9xarPJ,2010,0.437,0.802,2,-5.709,1,0.0997,0.0196,0.0,0.0709,0.607,121.387,175587,5
490,Vampire Weekend,Run,046knfAIKyTtsNHm88Xgh7,2010,0.617,0.749,2,-6.494,1,0.0591,0.0124,0.0431,0.0626,0.822,113.483,232600,4
491,The Shirelles,Mama Said,5sGeyWYDvUIF7QjERNCY7L,2010,0.604,0.591,8,-6.874,0,0.0614,0.704,0.0,0.47,0.829,140.558,130893,4
492,Weezer,Memories,3SOUAgD70B82lpBVjgVGn9,2010,0.354,0.894,1,-5.964,0,0.0962,1.39e-05,0.00141,0.159,0.293,152.025,194307,4
493,JJ Lin,她說,632VyMrvhsHIsO4zq9khts,2010,0.335,0.326,0,-7.223,1,0.0331,0.948,0.0,0.0619,0.326,169.267,318499,4
494,Gorillaz,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),46WOptLnXUtH3LOyYvmMO1,2010,0.645,0.777,2,-7.235,1,0.0418,0.00653,0.0039,0.119,0.331,88.455,215507,4
495,Nancy Ajram,Ya Tabtab Wa Dallaa,4bEqJTQXMOGGnvFbDOMnHi,2010,0.777,0.806,7,-7.57,0,0.0348,0.0817,2.24e-05,0.0295,0.963,140.002,268237,4
496,Glee Cast,Marry You (Glee Cast Version),3IFo5x0HWlvRu0QIAtefor,2010,0.637,0.768,5,-6.889,1,0.0318,0.0335,7.93e-06,0.161,0.459,144.919,225133,4
497,Miley Cyrus,I Hope You Find It,0xtatwcsyhPEiDXM1wYcg3,2010,0.429,0.675,10,-4.148,1,0.0317,0.00627,9.6e-06,0.172,0.158,135.979,235160,4
498,My Chemical Romance,S/C/A/R/E/C/R/O/W,53lQywP7h2KlnfPAbwxWD9,2010,0.41,0.912,2,-2.795,1,0.0334,7.46e-05,0.145,0.423,0.289,155.031,268427,4
499,Beach House,Walk in the Park,6SL4V935epiq0gafUnAa00,2010,0.637,0.548,5,-6.527,1,0.0253,0.0603,0.0842,0.0785,0.868,141.387,322760,4
500,Jazmine Sullivan,Holding You Down (Goin' in Circles),5UdicZrmNt418AmwNixCJP,2010,0.724,0.872,8,-2.706,0,0.14,0.082,0.0,0.316,0.783,95.09,216960,4
501,Christina Aguilera,Guy What Takes His Time - Burlesque Original Motion Picture Soundtrack,3vbN6WzvkDihHg2OGXyAI9,2010,0.584,0.578,10,-5.438,1,0.057,0.519,0.0,0.137,0.75,93.499,163133,4
502,Glee Cast,Forget You (Glee Cast Version) (feat. Gwyneth Paltrow),0so0moYLqkFWE6dquoCOsh,2010,0.674,0.736,2,-5.446,1,0.0385,0.0704,1.89e-06,0.15,0.85,127.427,221360,4
503,Ne-Yo,Beautiful Monster,2Q99zPXVqCPN5RaZawvJWZ,2010,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,251573,4
504,Tank,I Can't Make You Love Me,2XZt5ACXfEiF9QyxMnwaIr,2010,0.47,0.527,10,-5.677,1,0.0427,0.504,0.0,0.333,0.43,123.091,236280,4
505,Arcade Fire,Modern Man,2EIEJ1zpvjpHuL6eWKGDZ8,2010,0.681,0.699,9,-7.307,1,0.0329,0.296,0.0301,0.117,0.601,122.254,279760,4
506,Lloyd Banks,Start It Up,37qcaCXw7TlBsDD5BgDoCf,2010,0.446,0.87,1,-4.683,1,0.318,0.0935,0.0,0.437,0.438,161.79,289520,4
507,Shakira,Waka Waka (Esto Es Africa) - K-Mix,4DRFIoachXrW8YV7Yje0yz,2010,0.712,0.852,9,-4.825,1,0.0425,0.0125,5.38e-06,0.109,0.906,127.006,184120,4
508,Big Time Rush,Oh Yeah,5fiGPVX1TkKQy0fpyHuS7e,2010,0.664,0.782,0,-4.768,1,0.0303,0.00346,0.0,0.441,0.674,120.049,204040,4
509,Keith Urban,You Gonna Fly,5B25Jpgu62IX8w1YtLibuA,2010,0.457,0.846,4,-8.547,1,0.0477,0.0598,0.0,0.34,0.851,177.353,216867,4
510,Train,I Got You,0ARhwY80PC4ycF16XEYfBQ,2010,0.608,0.909,7,-2.144,1,0.0916,0.0157,0.0,0.345,0.754,80.386,227467,4
511,Ólafur Arnalds,þÚ Ert Jörðin,3WoFKA49Hjdoj1O9yhV62c,2010,0.208,0.0847,0,-20.917,1,0.0425,0.982,0.931,0.102,0.0391,123.979,274355,5
512,MARINA,Girls,0Q10r6aIqGqeUdl6tY8wc7,2010,0.666,0.873,9,-5.072,0,0.0273,0.0246,2.6e-06,0.0543,0.945,114.006,206493,4
513,Best Coast,Boyfriend,3ASlnePYdvR9RPlQyTJipP,2010,0.26,0.879,0,-3.85,1,0.0524,0.085,0.132,0.144,0.611,115.024,149813,4
514,Chris Brown,"Deuces Remix (feat. Drake, T.I., Kanye West, Fabolous, Rick Ross & André 3000)",6EC5hHjYlwVmj8cpjSjJWA,2010,0.657,0.641,1,-5.152,1,0.295,0.292,0.0,0.0883,0.256,148.261,403787,4
515,Hoobastank,The Reason,58AwxWLaRHn2lTqqH9dLkU,2010,0.467,0.644,4,-5.677,1,0.0285,0.0128,0.0,0.136,0.0654,82.915,232707,4
516,My Chemical Romance,"Save Yourself, I'll Hold Them Back",3CX5UKLQ9zqorQDx00Sbgt,2010,0.463,0.961,4,-3.591,0,0.169,9.16e-05,0.0262,0.0499,0.269,136.9,230427,4
517,Something Corporate,Konstantine,75CsNDa4ikKu3TyBHMELoM,2010,0.446,0.496,10,-10.663,1,0.0372,0.172,5.05e-06,0.077,0.11,80.081,576747,4
518,Sleeping With Sirens,"With Ears to See, and Eyes to Hear",1X5Vmsn025nGZslbFm3Scv,2010,0.445,0.928,9,-5.35,1,0.0755,4.29e-05,0.0,0.342,0.501,154.969,223040,4
519,Suzanne Vega,Luka,3CeXl5AGvmRDP6RSGAbLUV,2010,0.755,0.229,6,-10.433,1,0.0397,0.88,0.0,0.11,0.722,124.675,193400,4
520,Shakira,Gordita (feat. Residente Calle 13),6fufW0yhOYcNHvAaUwgpS1,2010,0.743,0.813,2,-7.112,1,0.233,0.202,0.0,0.479,0.819,91.996,204987,4
521,Ne-Yo,Champagne Life,7p8l7HiPoz90dg423iURKW,2010,0.616,0.741,7,-4.155,1,0.131,0.143,0.0,0.347,0.593,193.069,323933,3
522,Tinie Tempah,Pass Out,4Q4K8fikwOmZYmz82Wco4w,2010,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,268053,4
523,Kid Cudi,Wild’n Cuz I’m Young,0HEfiw4FFDxMTfCIf6k3J5,2010,0.708,0.55,11,-10.205,1,0.152,0.786,0.126,0.113,0.169,87.985,254000,4
524,Justin Bieber,Up,7wj1Lb5ggzMWJ9TqZJ2dwo,2010,0.711,0.717,0,-4.317,1,0.0396,0.084,0.0,0.09,0.589,125.949,234933,4
525,Miami Horror,Sometimes,6C8xyofCEYnUxNoxqysWj0,2010,0.581,0.86,7,-4.994,0,0.0335,0.0176,8.02e-05,0.175,0.43,124.983,253729,4
526,The Pretty Reckless,My Medicine,4U0nhramvy2HXuNcsug8Dk,2010,0.427,0.907,10,-2.267,0,0.197,0.00297,0.0,0.671,0.412,150.134,193987,4
527,Jesse McCartney,Shake,56LMxFFL4FacadvviKDAh9,2010,0.769,0.824,6,-2.778,1,0.0621,0.0928,0.0,0.0275,0.938,150.02,188560,4
