,artist_name,track_name,track_id,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
977,Iration,Changed My Mind,7oLDmUyhc7037T0VxcWmUP,2010,0.55,0.718,11,-7.909,0,0.0378,0.000408,2.52e-05,0.0921,0.888,154.008,206547,4
978,Sky Sailing,Brielle,3hfM7GfK9J0UqRS4VEyugl,2010,0.523,0.584,10,-6.858,1,0.0259,0.257,1.62e-06,0.108,0.476,138.012,246147,3
979,Radiohead,Talk Show Host,4PC980ogog96vWJyTNffrP,2010,0.436,0.659,0,-11.344,0,0.0563,0.344,0.031,0.0854,0.453,177.172,257227,4
980,Sevendust,Unraveling,3UWapBMG8xX343Et4y9Yns,2010,0.356,0.985,5,-3.253,0,0.195,0.00208,0.000869,0.0681,0.351,171.963,239053,4
981,Rob Zombie,Mars Needs Women (Without Intro),28HtDcxn4Kjb5QS1HEMGPB,2010,0.68,0.81,1,-3.608,1,0.0463,0.00464,0.0,0.154,0.287,95.017,204507,4
982,Tenth Avenue North,Oh My Dear,0FNnOjgDgt1O39s5AJ1KDt,2010,0.517,0.308,5,-9.324,1,0.0266,0.445,0.0,0.111,0.145,105.844,335320,4
983,Deftones,This Place Is Death,6ECuUSXzcYP0xX8jQkfY2A,2010,0.364,0.878,11,-6.626,0,0.0737,3.15e-05,0.452,0.183,0.0895,136.037,228933,4
984,Kottonmouth Kings,Party Monsters,1zb7MSTpT1IOwAlFrpyFK3,2010,0.794,0.861,1,-4.842,1,0.207,0.0501,0.0,0.319,0.472,104.999,239819,4
985,T. Rex,Bang A Gong (Get It On) (Electric Version),0tK1Ya57nOsgD0nGndjpdI,2010,0.788,0.748,9,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,284683,4
986,Josh Abbott Band,Road Trippin,64h3Gdm2lb8973R7GfaZbk,2010,0.518,0.664,2,-6.533,1,0.0253,0.267,0.0,0.101,0.465,90.062,190427,4
987,El Tri,El niño sin amor,2tHmBRB9B9aHHLtO2XiRJ2,2010,0.344,0.888,0,-7.046,0,0.132,0.233,0.0,0.113,0.624,159.944,187893,3
988,Billy Currington,All Day Long,2y8PdcvWbVFJw7bTRhTcku,2010,0.531,0.841,6,-4.285,1,0.0371,0.0453,0.0,0.0965,0.594,174.049,227520,4
989,Nine Inch Nails,Terrible Lie,55BRo8RYC2Kge75UXI1oYe,2010,0.612,0.814,6,-4.455,1,0.0353,0.00357,0.00254,0.165,0.518,87.965,278720,4
990,Never Shout Never,What Is Love?,6CgEKcSt54X6M4bmYgz7IN,2010,0.552,0.793,9,-5.612,0,0.0329,0.0141,0.0,0.211,0.55,100.0,154507,4
991,LAST ALLIANCE,HEKIREKI,155Mghaewzkadd9CLfvKtI,2010,0.56,0.946,7,-3.59,0,0.123,0.00277,0.00108,0.172,0.458,129.992,224640,4
992,Mayonnaise,Kapag Lasing Malambing,71mEz0AFDcnzM2gO37qn5W,2010,0.262,0.776,10,-2.824,1,0.0355,0.345,0.0,0.271,0.76,183.167,194240,4
993,Kings of Leon,Radioactive (feat. West Angeles Mass Choir) - Remix,4xSsEcnbpnsRaOJqFepWq5,2010,0.298,0.932,5,-3.996,1,0.0728,0.0128,3.22e-05,0.108,0.266,126.574,208373,4
994,Black Country Communion,Song Of Yesterday,6aVCLowL8hENDLXFAczI0N,2010,0.363,0.714,9,-8.045,0,0.0479,0.026,0.517,0.295,0.288,156.045,512773,4
995,Busy Signal,One More Night,0Q9U3ZsHLPSpujPLpFFT2c,2010,0.734,0.698,10,-4.395,1,0.105,0.2,0.0,0.0386,0.905,80.067,203133,4
996,Imelda May,Tainted Love,71iCLishjeRC9YLVf9BVIb,2010,0.494,0.924,9,-2.003,0,0.114,0.137,0.0,0.162,0.738,174.903,165586,4
997,Golden Earring,Radar Love,2JEiLgAJl2jRakXjgAyATX,2010,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,386707,4
998,Dr. Dog,I Only Wear Blue,1PIr7B9Z1AtMRF1nJursf0,2010,0.39,0.693,0,-6.19,1,0.0468,0.0651,0.00487,0.438,0.36,184.066,223160,4
999,My Darkest Days,Save Me,21gKYV7b11dr0SPw8PbEuM,2010,0.501,0.922,6,-2.639,0,0.0454,0.000975,0.0,0.629,0.584,100.033,221787,4
1000,Jason Isbell,Nobody Knows You When You're Down And Out,6aLAPbSDU8dYP4ZpxxGZa6,2010,0.602,0.264,2,-9.842,1,0.0543,0.911,0.0107,0.139,0.371,85.098,250893,4
1001,Dave Matthews,"Grey Street - Live at Planet Hollywood, Las Vegas, NV - December 2009",0r4MYDPlEmHe7CAtnlFRRH,2010,0.345,0.86,2,-7.301,1,0.0608,0.502,1.61e-05,0.45,0.767,106.313,271733,4
1002,Barefoot Jerry,Smokies,6sMvUUXZSh4Ii3N0cFB6Zd,2010,0.675,0.468,2,-14.871,1,0.0485,0.629,0.125,0.0972,0.82,98.351,136267,4
1003,Broken Bells,Citizen,2OezgBTkkaMfwfCYCBzMip,2010,0.471,0.468,5,-8.47,1,0.033,0.217,0.0768,0.108,0.224,122.808,269293,4
1004,Girls,Oh So Protective One,4LUycLZwknHFi3zwdUa5VN,2010,0.763,0.504,5,-7.602,1,0.0287,0.0442,0.00084,0.12,0.667,116.014,216493,4
1005,Aphrodite's Child,End Of The World,6zUxWqDNv6Mc7OWuLft2ea,2010,0.294,0.574,1,-4.126,0,0.0345,0.201,2.02e-05,0.0622,0.302,82.375,194867,4
1006,Calle 13,La Bala,036nr5jRMRlrvtEVvld4lj,2010,0.474,0.733,8,-6.82,1,0.192,0.0447,0.0,0.0663,0.483,78.831,267413,4
1007,Fitz and The Tantrums,Breakin' the Chains of Love,1ZFtaLZunQZlZBeyNfbJpm,2010,0.761,0.862,8,-4.309,1,0.0357,0.0544,0.00225,0.0831,0.938,112.306,171093,4
1008,Trampled by Turtles,Bloodshot Eyes,3df3a4yI6HTMTzDZIVtVC2,2010,0.441,0.251,9,-10.96,1,0.0276,0.513,0.000184,0.0712,0.229,103.402,300333,3
1009,coldrain,We're not alone,7LVX4TEFmga3PJZq0GMy5W,2010,0.467,0.945,3,-4.044,0,0.114,0.00214,0.0,0.375,0.393,125.046,238253,4
1010,Josh Abbott Band,End of a Dirt Road (feat. Roger Creager & Trent Willmon),7q4uL87rZTaTvI8fGKL4T3,2010,0.543,0.653,7,-6.648,1,0.0264,0.328,0.0,0.0741,0.668,144.017,249493,4
1011,REO Speedwagon,Can't Fight This Feeling,0hxzA1He6ueCrdxZ3AIpCe,2010,0.397,0.46,9,-11.757,1,0.0266,0.0528,6.03e-05,0.206,0.198,78.283,286013,4
1012,Sleigh Bells,Tell 'Em,24Dr7i66mAru2lUDaAE6xu,2010,0.447,0.896,0,-4.172,1,0.111,0.0552,0.157,0.329,0.613,62.967,176427,4
1013,James Blunt,Stay the Night,7FFl1IHSsPWsfUCladsCl9,2010,0.528,0.886,11,-6.249,0,0.0329,0.0159,0.0,0.0758,0.8,96.001,216333,4
1014,Bonnie Tyler,Total Eclipse of the Heart,7q3MflmodGZlOgZ799EpAb,2010,0.431,0.569,8,-10.774,1,0.0781,0.204,0.0,0.302,0.18,131.442,267267,4
1015,Ozzy Osbourne,Fearless,0Htlu7kS5SLsWmOZnPhf6s,2010,0.435,0.986,4,-2.959,0,0.155,0.00013,0.0,0.0861,0.234,148.016,221760,4
1016,Nicole C. Mullen,Call On Jesus - Top Ten Edit,51Wff2Q9blKKbsGwGQeLbo,2010,0.312,0.457,4,-4.082,1,0.0346,0.392,0.0,0.108,0.281,79.962,296627,4
1017,Weezer,Unbreak My Heart,3X8feysVQ8Saawbv4uqqMC,2010,0.464,0.716,10,-5.124,0,0.0314,0.17,1.62e-05,0.0998,0.301,131.91,251520,4
1018,Dead Or Alive,You Spin Me Round (Like a Record),0d8cGMosMcPJA8UsxQCtZq,2010,0.562,0.979,6,-4.058,0,0.0537,0.00566,0.00155,0.721,0.828,128.173,195640,4
1019,Drowning Pool,Feel Like I Do,6Sn9XnTVi7olCBz85v4tBB,2010,0.378,0.989,9,-3.256,1,0.118,0.000347,0.0,0.32,0.457,180.04,213133,4
1020,Rodney Atkins,15 Minutes,5q2BKuwNEBK7SiMPHDRJi7,2010,0.637,0.754,0,-4.0,1,0.0344,0.131,0.0,0.906,0.698,132.02,160013,3
1021,Bruce Hornsby,The Way It Is,0np1QCxJVNZZHKGSKF7Yzd,2010,0.589,0.725,0,-10.985,1,0.0267,0.611,0.011,0.221,0.622,111.077,237333,4
1022,Zac Brown Band,Where the Boat Leaves From / One Love (Live) [Pass the Jar - Zac Brown Band and Friends Live from the Fabulous Fox Theatre in Atlanta],5MueVhqS0lpmxE7IL0g9HR,2010,0.496,0.837,6,-6.215,1,0.0724,0.122,0.0,0.92,0.723,96.602,231880,4
1023,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,5FbMKftNTXCKiBYSf0TQrs,2010,0.409,0.977,8,-2.64,0,0.0468,0.000255,0.00345,0.369,0.725,165.986,203427,4
1024,Trampled by Turtles,New Orleans,4OtAW2bIF6R6SEjyOlV9Sa,2010,0.543,0.743,9,-5.9,1,0.0313,0.627,0.0656,0.11,0.533,94.138,211600,4
1025,Insane Clown Posse,Miracles,56xqezACE6hys3Iz7CkDTR,2010,0.668,0.897,6,-3.982,1,0.255,0.288,0.0,0.513,0.52,95.952,312640,4
1026,Foxy Shazam,Oh Lord,5iJU96441eAZ2VdWgxdyJa,2010,0.529,0.882,0,-4.894,1,0.0495,0.0339,0.0,0.417,0.278,140.072,250960,4
1027,Easton Corbin,A Lot To Learn About Livin',3QwdvrKY66GppDxOirCm0i,2010,0.821,0.64,8,-8.864,1,0.0289,0.323,0.0,0.167,0.954,120.983,226720,4
1028,Poets of the Fall,War,68zo0Yd3NayeXQmgElmx1h,2010,0.521,0.573,4,-6.858,0,0.0234,0.14,0.0,0.13,0.178,90.972,305019,4
1029,Daughtry,One Last Chance,3C7i5e6VvfoKKdoMt46h34,2010,0.401,0.893,2,-3.718,0,0.047,0.00658,0.0,0.293,0.395,163.959,207587,4
1030,Clay Walker,Hypnotize the Moon,4ny5jtCfC8KgeE71V4WK3t,2010,0.606,0.587,7,-7.999,1,0.0228,0.0893,0.0,0.0924,0.257,95.018,219773,3
1031,Jimi Hendrix,Valleys of Neptune,6ooxzFS76CKSy4eVF5jiSM,2010,0.591,0.829,10,-8.398,0,0.0341,0.044,0.00214,0.131,0.626,113.797,242493,4
1032,Lee Brice,Four On The Floor,2HfWDtxI4xuSWQtlXUN7Z4,2010,0.748,0.697,8,-7.204,1,0.0353,0.0073,0.0,0.0753,0.629,118.022,209947,4
1033,Ariel Pink,Bright Lit Blue Skies,7IYaEyjd1xmhCF2GmbW5K0,2010,0.279,0.838,9,-5.755,0,0.0396,0.0855,0.000143,0.251,0.725,166.592,144973,4
1034,Alejandro Sanz,Ay Haiti!,3FifroUyur8j5mTM78WuXQ,2010,0.673,0.753,7,-5.002,1,0.119,0.272,0.0,0.071,0.424,120.057,311347,4
1035,The Birthday Massacre,Pins And Needles,0hvIb7qqfccn8V3PDtAUyt,2010,0.45,0.894,5,-5.33,1,0.0305,0.000191,0.535,0.664,0.432,89.992,259720,4
1036,Carole King,Something In The Way She Moves,2Iiy1VZNcFIA8PsPls9ZRY,2010,0.368,0.516,5,-11.533,1,0.0539,0.756,1.82e-06,0.369,0.621,138.985,244107,4
1037,Framing Hanley,You Stupid Girl,4G2YS8ReDp4bQKJdBKNHkc,2010,0.431,0.877,1,-3.772,0,0.0514,0.000134,8.2e-06,0.283,0.202,91.059,214120,4
1038,My Darkest Days,The World Belongs To Me,2AVWE9Ixd7rzZVJqipaGcE,2010,0.485,0.871,10,-5.295,1,0.0389,0.00232,0.0,0.359,0.387,132.03,222413,4
1039,Trace Adkins,Then They Do - With String Intro,7tUZJ2ZcRZXYZQlV7CsMB2,2010,0.448,0.453,10,-6.563,1,0.0286,0.273,0.000342,0.0751,0.359,149.815,270893,4
1040,Joshua Radin,You Got What I Need,1l1ICyrH8UifAINnQevBfq,2010,0.464,0.351,2,-8.849,1,0.0322,0.0746,5.36e-06,0.14,0.319,185.166,185173,3
1041,Iron Maiden,Coming Home - 2015 Remaster,1ixbYOXeNVZoGjp3UERpvP,2010,0.324,0.914,4,-5.373,0,0.0543,0.000123,4.86e-05,0.252,0.5,80.766,352453,4
1042,Rod Stewart,What A Difference A Day Makes,3gtAXSJ9QXrZgNexmNkzD2,2010,0.489,0.386,7,-11.346,0,0.0349,0.634,5.79e-05,0.126,0.337,88.032,202000,4
1043,Iration,Coming Your Way,3GBBcMvoWKdql2vZw1iMDk,2010,0.658,0.867,5,-5.74,0,0.0296,0.0855,0.0207,0.125,0.946,154.262,223267,4
1044,Bloodhound Gang,Altogether Ooky,728SVOtmXrgcy7NkS1tPnA,2010,0.527,0.874,5,-7.267,1,0.0329,0.00167,0.103,0.0759,0.766,114.98,251680,4
1045,Civil Twilight,Human,4fDXIANSPZ5TyyIeiTPbD9,2010,0.315,0.123,9,-12.77,0,0.0328,0.942,3.09e-05,0.0996,0.157,136.295,249280,4
1046,The Revivalists,Shot Of Tears,6ucQkSBwvaNFhwgSrtukNb,2010,0.429,0.903,7,-4.348,1,0.0635,0.0062,1.78e-06,0.0721,0.558,134.743,294853,4
1047,La Revolución De Emiliano Zapata,Como Te Extraño,0W4z5QkqwDWIAFMsZvTN5d,2010,0.392,0.155,7,-20.095,1,0.0311,0.852,0.0391,0.107,0.602,171.812,184853,3
1048,Indigo Girls,"Don't Think Twice, It's All Right",53bawD9Mqa2oHtf2bbl8IH,2010,0.485,0.785,3,-4.61,1,0.0287,0.628,0.0,0.981,0.432,103.269,201627,4
1049,Tyrone Wells,Happy As The Sun,5iDLtidH0Y4yaiXAepi9ky,2010,0.774,0.243,5,-13.227,1,0.043,0.843,0.0,0.105,0.692,124.989,164640,4
1050,Middle Class Rut,Busy Bein' born,1oHAbFkMC4bwuK241O9Kw1,2010,0.318,0.941,11,-3.753,1,0.147,0.036,5.08e-05,0.137,0.213,187.93,287413,4
1051,Slash,Back From Cali,2hVPDYGExN6ux01zQvUwyr,2010,0.398,0.747,9,-6.434,1,0.0375,0.00136,0.0,0.0917,0.677,132.629,216360,4
1052,Rob Zombie,"Werewolf, Baby!",7fv6wqJX3Mnu7z1dj7i0Ca,2010,0.595,0.894,7,-4.132,1,0.0588,0.000403,0.00731,0.336,0.329,121.034,239720,4
1053,Los Pericos,Sin Cadenas,42PvpvCg7eaXJy89at6u8s,2010,0.737,0.614,0,-7.503,0,0.0625,0.379,0.0,0.139,0.573,146.02,249916,4
1054,Cody Jinks,No Time,2RaIRxLEAUpOSQ5gbpMxd4,2010,0.61,0.723,0,-4.752,1,0.028,0.12,2.78e-06,0.332,0.745,124.98,267162,4
1055,Interpol,Barricade,6tMTUiDe25SmmTNhXI6fZO,2010,0.584,0.873,4,-5.813,0,0.0554,5.67e-05,0.00109,0.0953,0.667,126.451,250000,4
1056,Porcupine Tree,Fear of a Blank Planet - Live,5JS752i84FtILtqjYxJ9qK,2010,0.454,0.832,2,-9.479,1,0.033,0.000668,0.257,0.954,0.44,81.001,454880,3
1057,Sara Bareilles,Let The Rain,4J6hxKlPDsfIonA9pILsLJ,2010,0.694,0.873,5,-5.191,1,0.0414,0.023,0.000113,0.297,0.589,143.983,219475,4
1058,Sara Bareilles,Basket Case,7AXUdQmZMA5u221iv6gB0m,2010,0.427,0.273,2,-10.127,1,0.0306,0.794,1.49e-05,0.095,0.426,76.196,251286,4
1059,The Dead Weather,Die by the Drop,7x4FxEd7sFNNIwiD1g0J7D,2010,0.447,0.929,2,-2.888,1,0.0457,0.00507,0.000333,0.127,0.555,105.655,209213,4
1060,Squeeze,Cool for Cats,1tAYRLdt87OJFFoTJWfCnX,2010,0.692,0.75,0,-8.228,1,0.0497,0.0279,0.000176,0.224,0.828,144.692,189560,4
1061,Interpol,Lights,0pbWPDoOQ6ahqn30gjm5Ne,2010,0.47,0.763,7,-7.003,1,0.0348,0.000902,0.177,0.699,0.108,125.935,337867,4
1062,Neon Trees,Your Surrender,17QodENDMk3o1nPgPqfs3Y,2010,0.45,0.883,7,-4.929,1,0.0506,0.00744,0.0,0.388,0.441,135.092,220853,4
1063,Combichrist,Never Surrender,2C6doYBvhQSYclTqpl5oJF,2010,0.693,0.682,2,-7.772,1,0.081,0.0124,0.0233,0.105,0.206,135.016,288493,4
1064,Timbiriche,Muriendo Lento,1qqk4LVn8q3kJBjDcXkTGh,2010,0.577,0.555,8,-7.927,1,0.0263,0.659,7.12e-05,0.244,0.318,95.874,285867,4
1065,The Stooges,Search & Destroy - Detroit Rehearsals Spring 1973,44aHFtDMjOmUCVeOOsmQ7A,2010,0.269,0.684,7,-13.203,1,0.0589,0.692,0.827,0.154,0.53,155.482,230080,4
1066,Sir Reg,Arrive On St. Patrick's Day,0E4tTwpmHQTXQbI9Ov7V2S,2010,0.581,0.957,9,-2.324,0,0.04,0.119,3.68e-06,0.367,0.961,144.889,196667,4
1067,Set It Off,Hush Hush,0QkHfPpEOQTzGs7ZkT0t6j,2010,0.314,0.979,11,-1.776,0,0.108,0.105,0.0,0.384,0.213,170.188,202162,4
1068,Lake Street Dive,Got Me Fooled,0RGO9Mx6WoCnySjXwEUyIN,2010,0.645,0.709,7,-7.23,1,0.0499,0.121,1.64e-05,0.0995,0.605,125.935,212653,3
1069,Týr,By The Sword In My Hand,1o76YgFzpGa89vguELjXDd,2010,0.435,0.939,11,-4.906,0,0.0611,8.18e-05,0.528,0.322,0.706,197.87,289427,3
1070,Kings of Leon,Celebration,7MqgKtAvURUAHVdVijmKEa,2010,0.236,0.661,2,-7.167,1,0.0591,0.000777,0.00353,0.102,0.336,121.556,313533,4
1071,Neon Trees,In The Next Room,1xeajfojcwacJV6YrzvVu1,2010,0.377,0.908,11,-3.725,0,0.0819,0.00342,0.0,0.135,0.648,180.036,229813,4
1072,Ted Nugent,Stranglehold,2wSklOtazPXsuQEBvFL6Ru,2010,0.486,0.706,2,-7.777,1,0.0347,0.0194,0.165,0.0903,0.464,148.289,502933,4
1073,Quiet Riot,Cum on Feel the Noize,0e33w4vGWXq4GIHYirgiGm,2010,0.44,0.771,11,-10.376,0,0.0625,0.000199,0.00461,0.0783,0.652,145.098,222133,4
1074,Accept,Beat the Bastards,5CtaBjZac81phlz5FNFI18,2010,0.523,0.984,11,-3.695,0,0.116,1.86e-05,0.0175,0.0553,0.324,120.004,324747,4
1075,Living Colour,Cult Of Personality (Re-Recorded / Remastered),176b96vPhONyF4mAg7s9mo,2010,0.318,0.854,0,-6.539,1,0.0684,0.000279,0.00513,0.675,0.556,184.383,297391,4
1076,Sky Sailing,Captains Of The Sky,6cQCJ8M3HS144mnlpW2SZW,2010,0.624,0.538,8,-7.044,1,0.0303,0.0208,8.28e-06,0.0909,0.826,119.934,164027,4
1077,The Dead Weather,The Difference Between Us,31rLTmedDW4HwiK2vJJszK,2010,0.33,0.98,9,-2.043,1,0.127,0.00835,0.0,0.81,0.202,117.249,217320,4
1078,Darius Rucker,Whiskey And You,3S4aPXYrqJCPATIMNK1B1r,2010,0.517,0.462,7,-6.536,1,0.0263,0.115,0.000415,0.0869,0.265,137.662,255387,4
1079,Randy Travis,On the Other Hand,4VBBt9BunbxZEcsm301Y9s,2010,0.646,0.42,5,-9.9,1,0.0258,0.176,2.94e-06,0.14,0.348,95.955,186773,4
1080,The National,Anyone’s Ghost,7uCFetDiUezJes4gfwYD9A,2010,0.745,0.789,6,-7.133,1,0.0915,0.281,0.776,0.108,0.745,120.064,174173,4
1081,Ray LaMontagne,This Love Is Over,1jO5kYMz6I9skWKu8Q9iS7,2010,0.658,0.273,10,-10.02,0,0.0309,0.729,0.000727,0.102,0.42,115.498,209600,4
1082,Big B,Before I Leave This Place (feat. Everlast),2g05DUKSR5qu08cOLOmaei,2010,0.581,0.871,7,-5.731,1,0.22,0.0112,0.0,0.191,0.693,183.959,257040,4
1083,The Birthday Massacre,Sleepwalking,7Gfg6IiBYzsq1XG9dm1oRG,2010,0.476,0.955,3,-4.832,0,0.069,8.02e-05,0.368,0.588,0.607,75.005,229600,4
1084,Justin Townes Earle,Learning To Cry,4eJsH1mSn3gi2UXgWTVQHT,2010,0.513,0.337,10,-9.576,1,0.0246,0.476,0.00453,0.104,0.254,95.204,161373,4
1085,Zac Brown Band,Chicken Fried (Live) [Pass the Jar - Zac Brown Band and Friends Live from the Fabulous Fox Theatre in Atlanta],1ut0xFxNXho4lONKCfAu28,2010,0.331,0.951,6,-4.756,1,0.148,0.0298,0.000128,0.946,0.739,173.118,310773,4
1086,The Jompson Brothers,Blood In The Water,5xGZzwnokgTgU7hWnCwWtB,2010,0.519,0.809,2,-6.367,1,0.04,0.0721,0.05,0.235,0.488,104.053,213480,4
1087,Tech N9ne Collabos,O.G.,1aDmoSXXHRpomr8XnNUp2X,2010,0.757,0.636,1,-7.288,1,0.325,0.0428,0.0,0.876,0.592,181.933,197907,4
1088,Jorge Drexler,La trama y el desenlace,563EHELbGcAwXlAHbWmK3f,2010,0.579,0.491,11,-7.965,0,0.0342,0.0936,5.7e-05,0.119,0.721,150.005,246013,4
1089,Blaze Foley,Slow Boat to China,4GFHehubmHo4hGcswpOTcz,2010,0.403,0.137,6,-15.48,1,0.0399,0.958,0.0664,0.11,0.203,81.757,179907,3
1090,Ozzy Osbourne,Latimer's Mercy,70WhQ5iE8HBbHh5X11parg,2010,0.428,0.949,0,-2.749,1,0.175,9.24e-05,0.0,0.78,0.291,160.099,267027,4
1091,Combichrist,Throat Full Of Glass,4KLaMqmyEHl5qxmFhY4vsp,2010,0.623,0.692,8,-6.815,1,0.0608,0.00192,2.4e-05,0.389,0.302,100.001,287587,4
1092,Natasha Bedingfield,Strip Me,4vj4okOxlFrGPaXd5nytPl,2010,0.568,0.78,7,-5.365,1,0.0854,0.222,0.0,0.426,0.529,159.947,209400,4
1093,Matthew West,Broken Girl,7GcjV9jtNmIumI2UA6tDyK,2010,0.228,0.803,4,-6.182,0,0.0612,0.203,0.0,0.154,0.137,177.61,276760,4
1094,El Tri,Chilango incomprendido,7AkqlTL6TgMZdYX0w5xuaC,2010,0.637,0.786,0,-8.318,1,0.0487,0.298,0.0,0.338,0.746,132.648,175973,4
1095,Sara Bareilles,The Light,54byd42gABS9onpYHipyoP,2010,0.561,0.585,7,-8.793,1,0.0297,0.565,0.00375,0.0691,0.38,122.993,262060,4
1096,Motion City Soundtrack,Her Words Destroyed My Planet,6bfAjunNI6CQE3YHE5taQN,2010,0.545,0.941,4,-3.541,1,0.134,0.00195,0.0,0.247,0.43,136.037,218587,4
1097,Die Antwoord,Beat Boy,0TgA56npWt0MqarWxTaPR8,2010,0.87,0.72,4,-10.725,0,0.286,0.076,0.0104,0.0892,0.717,140.014,500200,4
1098,Steve Winwood,Higher Love,05zVpfGL1QJDBpSULS8llJ,2010,0.68,0.859,5,-7.4,1,0.0526,0.0378,0.0861,0.359,0.937,98.655,348747,4
1099,LCD Soundsystem,One Touch,6nlmCGmPBYfdKnMpavObQm,2010,0.696,0.912,0,-8.205,1,0.0752,0.00905,0.868,0.324,0.474,119.995,465680,4
1100,Stone Sour,Miracles,3hBmrBjusYiqlNjwYEXYrF,2010,0.502,0.639,3,-7.223,0,0.027,8.59e-05,0.000266,0.157,0.231,112.167,247160,4
1101,Wavves,Linus Spacehead,2f4CbGnZ3S19ljfTAKZfwM,2010,0.455,0.944,2,-2.66,1,0.0515,0.000358,0.0994,0.0583,0.354,137.995,191640,4
1102,Slash,Starlight,1wwDy9AH8OTQXCdgURk5VC,2010,0.458,0.588,0,-6.581,1,0.0316,0.00431,0.0,0.116,0.211,148.279,326067,4
1103,Band of Horses,Dilly,0iYFRxsMSdeI9rVnPIls3g,2010,0.618,0.714,2,-6.744,1,0.029,0.0745,0.0345,0.0996,0.791,129.925,211533,4
1104,Newsboys,Blessed Be Your Name,6H4yzyi7vyNBqRN2Q4DHt1,2010,0.462,0.629,3,-5.699,1,0.0346,0.0458,0.0,0.127,0.142,126.391,273912,4
1105,Slash,Promise,3YXeVNXzoDysTslrarvFbm,2010,0.456,0.879,0,-6.233,0,0.0467,0.000964,0.000105,0.109,0.467,179.154,280533,4
1106,Sex Pistols,Anarchy In the UK,17YNjZoMHOoS8BM1fcgiBk,2010,0.153,0.832,11,-5.827,1,0.0726,2.77e-06,0.0015,0.568,0.174,133.727,213733,4
1107,Phantogram,You Are the Ocean,3wv45fBzqFbf9ialgYAJyL,2010,0.694,0.778,2,-3.5,1,0.0365,0.0122,0.615,0.114,0.708,146.419,349027,4
1108,Adam & The Ants,Stand and Deliver,5niJaBcWtydYNTqIQofOeJ,2010,0.533,0.943,9,-9.775,1,0.0775,0.00866,0.0,0.61,0.327,143.055,176067,4
1109,TobyMac,Hey Devil,6Y1kwzqJBOPDmSXpgPSr5k,2010,0.548,0.915,11,-4.051,0,0.0367,0.000181,0.000322,0.302,0.807,141.997,195213,4
1110,Zac Brown Band,Nothing,3nWsWaZW8YgM40o9t8FR7e,2010,0.397,0.535,3,-7.886,1,0.0289,0.312,5.55e-06,0.0802,0.549,174.332,264853,4
1111,Weezer,I'm A Believer,0DWuuG2T4j4CdX03Ovwo0p,2010,0.48,0.848,5,-5.431,1,0.0302,0.000134,1.55e-05,0.414,0.822,164.049,178813,4
1112,Triumph,Hold On,3odmlBtGL9uWBMs6sZgQvl,2010,0.299,0.697,9,-5.531,1,0.0368,0.0218,3.65e-06,0.445,0.228,120.708,365707,4
1113,Belanova,No Me Voy A Morir,5qTWewFdT4gI0hJet8HKJW,2010,0.605,0.668,7,-4.515,1,0.0407,0.4,0.013,0.594,0.416,144.027,243013,4
1114,Trampled by Turtles,Help You,2SLLm0Dt3JHr0IEREeH0kj,2010,0.398,0.78,4,-5.306,1,0.0359,0.242,0.0,0.342,0.772,149.503,193587,4
1115,The London Suede,Animal Nitrate - The London Suede Version,5vWxjV3XKvR1aMgpHhEef3,2010,0.243,0.907,6,-4.842,1,0.0468,0.538,0.0,0.0754,0.274,101.124,208640,4
1116,Mr. Mister,Broken Wings,4A5VaeDFaX7XKV0JnsRSxw,2010,0.541,0.54,1,-11.68,0,0.0315,0.125,1.24e-05,0.0581,0.485,99.242,275333,4
1117,The National,Afraid Of Everyone,0riCBdanE8M6z2VOoErDZw,2010,0.527,0.778,9,-7.639,0,0.0508,0.504,0.8,0.0997,0.24,126.027,259093,4
1118,Motion City Soundtrack,Disappear,0V33glu7euozGGQMAobin4,2010,0.448,0.967,1,-3.199,1,0.114,0.000937,0.0,0.253,0.435,153.022,192653,4
1119,Sam Cooke,Chain Gang,4su143nXu1B0GDxD8teWef,2010,0.697,0.688,7,-10.865,1,0.0432,0.757,0.0,0.176,0.937,131.926,156203,4
1120,Corey Hart,Sunglasses At Night,3CsV1prUIpo8pqt7vxF9wc,2010,0.665,0.58,10,-12.721,0,0.0543,0.476,0.000198,0.129,0.734,127.46,236827,4
1121,Nine Inch Nails,Down In It,3wLyeM7EVwyWNVuLnSDjeJ,2010,0.645,0.891,4,-4.95,0,0.156,0.000338,0.5,0.105,0.486,104.011,226467,4
1122,Rivermaya,241 (My Favorite Song),1qeqGIFBg8GTb6etWGskIM,2010,0.705,0.311,9,-7.708,1,0.0261,0.568,2.45e-06,0.0927,0.165,130.097,272640,4
1123,Bon Jovi,What Do You Got?,5FAhExNmUJaD5sXhEqBSXp,2010,0.432,0.769,9,-5.82,1,0.0429,0.329,0.0,0.115,0.445,153.032,227267,4
1124,Francesca Battistelli,Lead Me To the Cross,4coyTsdD4WcknP6e9uLAO0,2010,0.382,0.467,2,-6.231,1,0.0316,0.198,0.0,0.106,0.184,143.965,271640,4
