,artist_name,track_name,track_id,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
9735,Owl City,Verge,3bWLBVZz9Vur3OLy05SpfF,2015,0.546,0.744,2,-6.892,1,0.0333,0.000181,1.17e-06,0.114,0.206,127.977,213027,4
9736,PUBLIC,Pretty Face,07tbYac108weqzeP7Bhwon,2015,0.538,0.89,11,-3.193,1,0.0489,0.00235,0.0,0.354,0.628,143.022,230787,4
9737,CRUISR,Throw Shade,3dXjAh7UEuCJnLIeFKNkxd,2015,0.559,0.784,7,-7.051,1,0.0428,0.0138,0.0,0.0619,0.867,160.017,172987,4
9738,Vundabar,Oulala,2ohTXUKOIHm0CzVxQGC7aX,2015,0.397,0.656,9,-8.65,1,0.0429,0.118,0.01,0.144,0.543,80.979,264508,4
9739,Lauren Daigle,First,4ajsTrCAjWtUPLU6xCy4u4,2015,0.569,0.69,0,-5.932,1,0.0436,0.035,0.0,0.108,0.189,120.221,228373,4
9740,Turnover,Humming,5H3swhQ72PiGd5PYz4P61P,2015,0.478,0.733,5,-7.667,1,0.0288,0.185,0.00217,0.107,0.384,155.048,238494,4
9741,The Garden,Egg,4Vie7AYSqfGHEP2uBh0ua5,2015,0.568,0.778,0,-6.5,1,0.0338,0.00101,0.00659,0.113,0.672,124.077,184662,4
9742,Bunbury,Aunque no sea conmigo,0dRY4OrSY53yUjVgfgne1W,2015,0.461,0.715,4,-6.246,0,0.0281,0.458,1.56e-05,0.719,0.455,86.09,212560,4
9743,BØRNS,The Emotion,03YZnK3XQWKpvo9TyNZzXf,2015,0.418,0.688,11,-5.515,1,0.0265,0.212,0.00964,0.705,0.319,150.03,224787,4
9744,Cage The Elephant,Punchin' Bag,17Mzg40eYZh2qNDKH5pZWm,2015,0.539,0.815,2,-5.957,1,0.0543,0.00816,0.00397,0.292,0.527,134.274,227493,4
9745,Silversun Pickups,Circadian Rhythm (Last Dance),127qrKbnyZCYnn158P80op,2015,0.693,0.586,6,-7.418,1,0.0324,0.0667,0.0133,0.362,0.459,127.967,229013,4
9746,Fall Out Boy,American Beauty/American Psycho,3D4Xkcir5YEhk8Xidkd1dL,2015,0.492,0.932,2,-2.401,1,0.203,0.00711,0.0,0.177,0.635,151.166,195947,4
9747,EDEN,Gravity,4gUQmfnDAS7wwH0pzOH3Fb,2015,0.507,0.436,11,-7.756,0,0.044,0.713,0.000169,0.114,0.246,125.404,230512,4
9748,Eric Church,Mixed Drinks About Feelings,1EnoCmQSpJaiCyA3Kr87XG,2015,0.714,0.221,0,-12.929,1,0.032,0.516,1.68e-06,0.0937,0.424,135.843,178107,4
9749,Turnover,I Would Hate You If I Could,4HwCEZ4CQjVl8s5jIuLW76,2015,0.597,0.796,7,-7.98,1,0.031,0.335,0.0935,0.158,0.297,123.034,243314,4
9750,Josh Abbott Band,Wasn't That Drunk (feat. Carly Pearce),0WnGvxW15RZyOvZxDYiWF4,2015,0.561,0.89,0,-5.38,0,0.0482,0.0116,1.55e-06,0.171,0.415,114.018,223451,4
9751,Car Seat Headrest,Maud Gone,1WbLKgeGt4Ilo74WTByV6r,2015,0.53,0.362,5,-7.078,1,0.0272,0.0258,0.000601,0.101,0.21,105.003,358240,4
9752,Acid Ghost,All Alone,72xnRXxHiAhTfKSzlPdEmo,2015,0.509,0.588,0,-9.542,1,0.0298,0.693,0.845,0.115,0.487,171.845,168648,4
9753,The Palms,Push Off,3869c1bl5bJqdD3cyDw8hh,2015,0.61,0.519,10,-6.819,0,0.0387,0.661,3.87e-06,0.109,0.193,78.006,230950,3
9754,TobyMac,Move (Keep Walkin’),4Opt8AwROn5AXMQ20mNvHq,2015,0.708,0.7,5,-5.449,0,0.0324,0.313,0.0,0.276,0.541,115.995,221627,4
9755,Jeremy Camp,Same Power,7AlFRA7zpc30NM8LO3ZcE4,2015,0.424,0.714,7,-4.433,1,0.0352,0.013,0.0,0.0925,0.337,171.965,277280,4
9756,Tyler Farr,Better in Boots,1RLT391KHFFJwbDb7y3eyd,2015,0.614,0.805,7,-5.34,1,0.0439,0.00445,2.98e-05,0.0604,0.691,80.02,176093,4
9757,Boondox,Monster,45mJSnohybe5FUD0Zjv2k2,2015,0.607,0.719,6,-5.279,0,0.0399,0.028,0.0,0.79,0.3,94.887,222133,4
9758,The Neighbourhood,Greetings from Califournia,6PS9AdyOKTPwlDPfLzJ7Ow,2015,0.488,0.725,5,-7.692,0,0.0513,0.178,2.33e-06,0.661,0.309,81.235,244040,4
9759,Imagine Dragons,Release,3ubpkIvw8SDchaRPEKIQPS,2015,0.379,0.396,2,-11.247,0,0.0292,0.86,1.21e-05,0.118,0.407,138.36,148200,5
9760,Jake Owen,Real Life,5NUvj4WX2tAQGxOF4CWJ7I,2015,0.654,0.749,1,-5.383,0,0.0257,0.00195,0.0,0.0956,0.774,108.004,169827,4
9761,Wang Chung,Dance Hall Days (Re-Recorded),41OIyMJsSFMjdjZjL4tHEx,2015,0.641,0.784,0,-6.38,1,0.0366,0.0498,0.00934,0.381,0.488,102.676,238148,4
9762,Zac Brown Band,Tomorrow Never Comes,2RLxaX5gVSekX9hjnu81DT,2015,0.628,0.791,5,-5.423,1,0.031,0.0268,9.45e-06,0.268,0.558,119.983,238627,4
9763,Andrew Peterson,Be Kind To Yourself,1wGT5V8UDHe2Hd4UU9YFuM,2015,0.588,0.453,2,-10.024,1,0.0294,0.546,6.13e-06,0.0824,0.522,107.039,164960,4
9764,Robert DeLong,Long Way Down,0aHoZOnjEzaN0UkypUkXb9,2015,0.538,0.787,11,-4.418,0,0.0655,0.0689,2.81e-06,0.0805,0.42,79.887,233994,4
9765,EDEN,End Credits,5xhHy5mpWsCkjo00LYRLSm,2015,0.434,0.505,0,-5.104,0,0.143,0.589,0.0,0.0859,0.313,171.346,240390,4
9766,The Neighbourhood,Baby Came Home 2 / Valentines,40gvh6jP5qxMJuMmF9lG9A,2015,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,390493,4
9767,Cody Jinks,Rock and Roll,5oRJCwcQvO3rtHEX7nC8PZ,2015,0.707,0.432,7,-9.748,0,0.0324,0.15,0.00764,0.0894,0.233,129.116,230883,4
9768,Brantley Gilbert,Stone Cold Sober,2gbJBL8vlG4j8XuTnmsXnq,2015,0.461,0.823,9,-5.627,1,0.0383,0.0312,1.14e-05,0.0828,0.419,147.898,230573,4
9769,SPYAIR,I'm a Believer,5zfWMPxS0G25YntczbZlcd,2015,0.361,0.971,0,-2.306,0,0.107,7.84e-05,0.0,0.0724,0.623,194.081,214947,4
9770,BABYMETAL,Megitsune,64ZW8rQAPKqRJGvfir3afl,2015,0.438,0.969,1,-3.281,1,0.158,2.89e-05,0.73,0.841,0.397,142.032,247587,4
9771,Brandi Carlile,Wherever is Your Heart,1kiWXhS6AMJOtU4DPUh0mq,2015,0.542,0.584,9,-6.784,1,0.0587,0.383,3.24e-05,0.297,0.247,91.648,230109,4
9772,Kip Moore,I'm To Blame,15bIuGUsLwF0gxI48HKoEd,2015,0.688,0.874,7,-5.389,1,0.042,0.319,0.0,0.0792,0.824,89.909,136013,4
9773,Modest Mouse,"The Ground Walks, with Time in a Box",5o5R70FLhegu7hpsTHAybE,2015,0.65,0.957,9,-3.4,0,0.0439,0.0102,0.0125,0.193,0.877,128.009,370387,4
9774,The Walters,Goodbye Baby,70QqoQ3krRFUHfEzit7vjT,2015,0.747,0.422,7,-10.008,1,0.0294,0.664,0.00277,0.392,0.595,111.141,151683,4
9775,Beach House,Levitation,1oCUj7YvKxxSKRDAU3pePN,2015,0.215,0.46,2,-6.858,1,0.0303,0.544,0.445,0.0641,0.0651,142.462,354600,4
9776,majiko,Kokoronashi,1FXrYwvWwjmbw8cqFC1OWz,2015,0.528,0.593,1,-3.68,1,0.0545,0.289,0.00054,0.0724,0.351,167.238,273583,4
9777,The National Parks,You Are Gold,2AcN6OGdjrnvNNoLTLFSy6,2015,0.43,0.133,8,-13.512,1,0.0311,0.874,0.000322,0.113,0.16,107.916,216653,4
9778,Shane & Shane,"Psalm 23 (Surely Goodness, Surely Mercy)",2Zxili8AmCuqiomg9HzTgH,2015,0.509,0.276,0,-10.406,1,0.0301,0.203,0.0,0.15,0.138,109.707,287080,4
9779,Thomas Rhett,Playing With Fire - Pop Version,5iRNlitNM1y6otuY7EIauj,2015,0.523,0.762,11,-4.313,1,0.0328,0.0933,0.0,0.306,0.4,149.998,205400,3
9780,Slayer,Repentless,6W2KBpMMXW17r7dPyqi8Iu,2015,0.4,0.994,8,-7.34,0,0.0625,3.65e-05,0.097,0.145,0.253,104.134,199867,4
9781,Father John Misty,"I Love You, Honeybear",4l86U8arITFVBfDvYn82v7,2015,0.189,0.724,7,-5.88,0,0.0582,0.297,0.00387,0.0687,0.39,210.108,278920,3
9782,Cage The Elephant,How Are You True,6vcdiwrCVXnTLASFdjEV8r,2015,0.493,0.461,11,-9.777,0,0.0336,0.385,0.000333,0.0985,0.286,140.049,280947,4
9783,Jeff Rosenstock,Nausea,4a36plr4LAg42ECHPiGQbj,2015,0.445,0.747,0,-5.857,1,0.0456,0.375,3.48e-06,0.354,0.533,135.219,164286,4
9784,Frankie Cosmos,Young,4LMlviHZfDUXWIZhvGEAKi,2015,0.495,0.362,2,-8.737,1,0.0539,0.439,1.67e-05,0.127,0.198,104.937,122298,4
9785,Three Days Grace,Human Race,7q096gH9G0OjuUduheqM4l,2015,0.261,0.849,10,-5.146,1,0.0591,0.0565,1.84e-06,0.242,0.23,142.791,249280,4
9786,The Griswolds,Beware The Dog,3KIIwkf6lNwJqLcx6GUIzr,2015,0.716,0.91,5,-3.492,1,0.12,0.15,0.0,0.0796,0.686,129.962,201467,4
9787,Foo Fighters,Saint Cecilia,7bdUH0npz854dv3plG8ieT,2015,0.235,0.869,4,-4.284,1,0.0609,0.000457,0.000987,0.459,0.513,146.654,221667,4
9788,Dan Deacon,When I Was Done Dying,69L4d5HlE0YOCwWFYVFGoW,2015,0.426,0.815,6,-7.566,1,0.0666,0.0449,0.0307,0.104,0.297,195.123,258960,3
9789,Jesús Adrián Romero,Princesas Mágicas,2geM54lztiqrOuy0wR13Xc,2015,0.557,0.3,2,-11.347,1,0.0296,0.581,0.0,0.101,0.328,144.072,279467,4
9790,Chris Young,What If I Stay,0v2pLTGuWGYaDr3bHyHOnV,2015,0.58,0.653,4,-6.051,1,0.0275,0.131,4.65e-05,0.116,0.232,94.021,205560,4
9791,Hawk Nelson,Diamonds,4egSAlKLFqhcWJK07nZg5A,2015,0.641,0.919,0,-4.324,1,0.0447,0.0358,0.0,0.253,0.654,104.996,181547,4
9792,Nothing But Thieves,Trip Switch,1uqU0nq6DCbJMktSlUvQV8,2015,0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,181133,4
9793,Moon Taxi,Red Hot Lights,0xmtSOofR05Lu0ggb5lZ7X,2015,0.603,0.865,8,-3.02,0,0.0383,0.00986,0.0005,0.109,0.546,122.984,210907,4
9794,AWOLNATION,"I'm On Fire - From ""Fifty Shades Of Grey"" Soundtrack",2lthIdb19OihVQMfuPaRZ6,2015,0.435,0.384,9,-14.024,1,0.0289,0.775,0.92,0.119,0.171,159.092,154360,4
9795,Imagine Dragons,Second Chances,6FQcdl2PzmsoXRF3F1flZ5,2015,0.401,0.567,10,-9.131,1,0.0355,0.171,0.00859,0.103,0.362,171.059,217973,3
9796,Hippo Campus,Violet,6NbLlTH71bOgfTtFVY9HRm,2015,0.253,0.845,4,-3.382,1,0.0659,0.00826,4.99e-05,0.0532,0.442,167.352,245663,4
9797,Easton Corbin,Clockwork,2ieTFoBjqGVw8SfT4OSwVJ,2015,0.593,0.629,0,-4.85,1,0.0285,0.0423,0.0,0.143,0.444,171.997,189440,4
9798,Fall Out Boy,Favorite Record,4vC4nKK6bk9pYEVOU4EIbA,2015,0.66,0.944,2,-3.692,1,0.0522,0.00607,0.27,0.823,0.684,127.02,203413,4
9799,Mat Kearney,Air I Breathe,11sV5RZfZ4FEKz0TeFnvN6,2015,0.541,0.748,9,-6.28,1,0.0357,0.417,0.0,0.12,0.423,79.977,219587,4
9800,Pop Evil,Take It All,3Kx5jExpVW2thrwwa83Izf,2015,0.624,0.897,7,-5.778,0,0.0453,0.000909,0.0,0.0834,0.607,109.971,198542,4
9801,Chris Janson,Holdin' Her,1YmT3bHeND3IQQ1WLH03jQ,2015,0.3,0.574,2,-5.126,1,0.0316,0.426,2.27e-05,0.0939,0.387,95.712,244547,5
9802,levitation room,Friends,43NI5sAcvDLG7QQAmUc7UU,2015,0.639,0.509,2,-10.354,1,0.0288,0.002,0.000485,0.0834,0.739,100.157,217667,4
9803,Casting Crowns,Good Good Father - Live,7nLL5UrsXYHVWv2DnXBtud,2015,0.431,0.42,8,-8.402,1,0.0361,0.232,0.0,0.188,0.17,147.636,379213,3
9804,for KING & COUNTRY,It's Not Over Yet,6goM4VNCDajmBCqDNDarVe,2015,0.575,0.604,7,-7.223,1,0.0452,0.015,0.0,0.0725,0.517,74.974,218787,4
9805,Houndmouth,My Cousin Greg,5VG4VvKGp6NoBC8nFTtt84,2015,0.274,0.58,11,-6.253,1,0.0335,0.00133,1.05e-06,0.855,0.594,166.644,236732,4
9806,Katchafire,Love Letter,0xtvV6h7qWiTjab9GIoWkZ,2015,0.823,0.585,7,-4.188,1,0.0532,0.109,0.116,0.081,0.971,145.015,213733,4
9807,Glass Animals,Lose Control,4uebxn8GU88Tvc4gLUNfKp,2015,0.773,0.642,11,-6.286,0,0.0706,0.0323,6.72e-05,0.0857,0.47,133.945,210405,4
9808,Red Sun Rising,Emotionless,7jNf4cQOXGYqpsvm1iGsqP,2015,0.572,0.706,3,-6.196,0,0.0326,0.000661,0.0377,0.113,0.595,91.994,262733,4
9809,Lettuce,Phyllis,7pfG4tSlLiJCXFCHXpr5os,2015,0.528,0.8,9,-5.844,0,0.0363,0.000203,0.924,0.125,0.382,88.007,410333,4
9810,Turnover,New Scream,4mpWKliKujGFCeANiSpkvf,2015,0.532,0.745,2,-7.439,1,0.0251,0.199,0.00214,0.109,0.473,165.969,252261,4
9811,The Neighbourhood,Ferrari,7xrwGUa11hnnxXWeTIzcHf,2015,0.442,0.652,11,-8.636,0,0.0405,0.00235,1.06e-06,0.5,0.18,75.576,184173,4
9812,Houndmouth,For No One,0QulORZFZqEC89K29V63j0,2015,0.534,0.254,3,-10.498,1,0.0326,0.856,0.000108,0.0724,0.165,129.156,229947,4
9813,Jason Isbell,Speed Trap Town,0Ex5dDCH0qz5ySfm3seYJr,2015,0.633,0.104,4,-16.632,1,0.034,0.871,4.52e-06,0.112,0.224,127.933,242053,4
9814,Eric Church,Chattanooga Lucy,4Ye5LohYYu6b2JjO25OWlQ,2015,0.674,0.815,7,-7.718,1,0.0364,0.00213,0.000299,0.0781,0.559,110.937,202493,4
9815,Beach House,Wildflower,3KkeIUcjDxOZ8xha1jw3cp,2015,0.44,0.513,3,-7.613,1,0.0276,0.522,0.496,0.0908,0.209,81.091,219453,4
9816,FIDLAR,Bad Habits,2TrfZ16WztAfU3Xf9LptN4,2015,0.224,0.958,4,-2.546,1,0.287,0.376,1.27e-05,0.0853,0.117,205.341,332640,4
9817,Girlpool,Cut Your Bangs,75T4FO7bShVDfUN1ZDA9yP,2015,0.369,0.303,2,-7.151,1,0.0314,0.854,0.0,0.109,0.111,178.03,172989,4
9818,Best Coast,Feeling Ok,0pufbBQTb9Voh9ZtpCpYLH,2015,0.438,0.913,9,-3.438,1,0.0558,0.000142,0.00393,0.145,0.21,118.963,196160,4
9819,Hollyn,Alone (feat. Tru),0LttzRjJ4kRdDD7PnMuaqg,2015,0.607,0.681,2,-3.017,0,0.056,0.427,0.0,0.0546,0.477,172.147,226293,4
9820,Chris Young,Alone Tonight,2pw6Sn2q1p4pVgHvj3K2JS,2015,0.444,0.871,7,-4.64,1,0.0359,0.00731,0.0,0.107,0.61,76.0,183453,4
9821,Natalia Lafourcade,Lo Que Construimos,5wWxUdgn2OugIOvLJOdreH,2015,0.667,0.287,0,-9.718,1,0.0334,0.769,3.61e-06,0.106,0.545,127.981,279213,4
9822,Kip Moore,Running For You,1xT8auZdc8Rksi7RSGZoax,2015,0.673,0.626,2,-5.921,1,0.0428,0.0173,1.7e-05,0.0676,0.726,155.997,212720,4
9823,Turnover,Take My Head,6asiqDcVfxLVGah08wOnGQ,2015,0.316,0.859,2,-6.982,1,0.0358,0.221,0.15,0.102,0.355,160.925,193911,4
9824,Boyce Avenue,We Can't Stop,6owKuyHxUqidcAA6fPKSyy,2015,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,222146,4
9825,Jesús Adrián Romero,Mi Universo,4tZccDFqoZp8IN7VUnsJ9K,2015,0.646,0.647,7,-7.669,1,0.0255,0.0717,0.0,0.216,0.68,136.001,253200,4
9826,Three Days Grace,Tell Me Why,0YFA0boMX3HBAZS1QfHKRR,2015,0.491,0.827,2,-5.023,0,0.0415,0.00922,0.000377,0.217,0.472,158.904,210733,4
9827,Aaron Kamm and the One Drops,Make It Better,6rAcln9T5vEL3SSWWsFWIy,2015,0.51,0.529,8,-6.983,0,0.225,0.123,3.05e-06,0.101,0.652,189.136,397267,3
9828,Chon,Can't Wait,1uMrc6mtKxqd5wLVzasmYA,2015,0.592,0.696,7,-6.617,1,0.0264,0.00567,0.00332,0.0825,0.263,132.002,188612,4
9829,Zac Brown Band,Remedy,7xvBjSznydntipiNDKOh32,2015,0.607,0.74,3,-5.309,1,0.0418,0.0812,0.0,0.117,0.272,92.961,231267,4
9830,Passion,Even So Come - Radio Version/Live,2yCf80rxfz3Dk7OCAnQvz1,2015,0.301,0.762,7,-3.392,1,0.0402,0.0919,0.0,0.0822,0.223,161.864,254373,3
9831,Ralph's World,Drivin' in My Car,0oFzsGRIzjGaHfTZTSCBlW,2015,0.882,0.56,8,-7.216,0,0.147,0.285,0.0,0.168,0.976,126.549,169440,4
9832,Queens of the Stone Age,No One Knows,6qS04no9s93xryizOrZ4ru,2015,0.518,0.547,0,-5.312,1,0.0493,0.0106,0.000111,0.071,0.71,170.944,253813,4
9833,for KING & COUNTRY,O God Forgive Us,2dBpNhfNCT1XkBRAOdam5J,2015,0.464,0.225,0,-9.155,1,0.0403,0.587,5.64e-06,0.116,0.214,84.677,205387,4
9834,Smallpools,Street Fight,0hxy93CbIX7Hd5WXaVjx5R,2015,0.556,0.916,0,-5.143,1,0.0398,8.95e-05,0.00341,0.347,0.473,116.065,203453,4
9835,FIDLAR,West Coast,41hKOXSa1WMSpdQgsgK0fc,2015,0.303,0.998,4,-1.693,1,0.0661,0.000397,0.0,0.361,0.371,181.944,202573,4
9836,Nothing But Thieves,If I Get High,3O2pB9JHreUZ9F83qSNmu8,2015,0.441,0.57,4,-5.584,1,0.032,0.0104,0.0146,0.123,0.117,139.876,206560,4
9837,Natalia Jiménez,Quédate Con Ella,0BTBoi7AeMBrMP6cwOLNR0,2015,0.689,0.865,4,-2.675,1,0.0517,0.118,0.0,0.371,0.655,129.958,229787,4
9838,Kip Moore,Wild Ones,59iOzvbFUg6dab7qLYj0M3,2015,0.735,0.561,10,-6.651,1,0.041,0.0279,2.54e-06,0.086,0.803,76.01,201920,3
9839,Black Pistol Fire,Suffocation Blues,2WRk6RxETSwdsg2dhtnXxc,2015,0.282,0.843,11,-6.002,0,0.114,0.000839,3.02e-05,0.0699,0.418,175.798,161054,4
9840,Them,"Baby, Please Don't Go (feat. Van Morrison)",5WUgOOaTk00PnksDekcgcg,2015,0.72,0.705,5,-6.82,1,0.0408,0.506,1.12e-06,0.147,0.775,106.332,162293,4
9841,Art Of Dying,Tear Down the Wall,6MNtx2I1QaELzsLDaxAchs,2015,0.58,0.964,2,-3.591,1,0.0417,0.000295,2.73e-05,0.325,0.619,96.009,184977,4
9842,Broken Bells,It's That Talk Again,5C8Vwr9o1WtsoDVPFqPCob,2015,0.659,0.758,0,-6.424,1,0.0448,0.0502,8.79e-05,0.0822,0.562,122.945,241333,4
9843,Jason Isbell,How to Forget,52fMo242CPkuXj35SpdS0o,2015,0.587,0.489,2,-12.269,1,0.0363,0.269,9.92e-05,0.0954,0.409,116.867,244160,4
9844,Muse,Dead Inside,2daZovie6pc2ZK7StayD1K,2015,0.65,0.758,8,-5.021,1,0.0507,0.000259,0.000492,0.276,0.603,100.005,262947,4
9845,Owl City,Unbelievable,6vysCzjEwFF4flCw3d6DeO,2015,0.769,0.611,8,-5.674,1,0.0422,0.00363,0.0,0.246,0.753,118.02,193493,4
9846,Eric Church,Mistress Named Music,1D8XywqxlzOHqMhrFvBof6,2015,0.633,0.477,10,-9.746,1,0.0335,0.191,0.000216,0.0888,0.513,140.129,322307,4
9847,The Wombats,Give Me a Try,0gohFCf3LlExQw41BfajZg,2015,0.623,0.922,1,-3.013,1,0.0534,0.000815,0.0,0.069,0.681,135.976,228471,4
9848,Turnover,Hello Euphoria,2IMfuEenQrhhCEWYBC8ZUb,2015,0.579,0.61,4,-7.867,1,0.0294,0.00818,0.41,0.112,0.381,127.022,226137,4
9849,TobyMac,Feel It,7Fu8J4ddQBl9zf1tUbXrMc,2015,0.716,0.893,9,-5.284,0,0.0545,0.0611,0.0,0.0673,0.954,114.984,279600,4
9850,Mat Kearney,Coming Home (Oregon),4xcArbiK3LzdpravfBkkRc,2015,0.65,0.755,8,-4.656,1,0.0259,0.00718,4.49e-06,0.311,0.287,108.006,204107,4
9851,Kip Moore,That Was Us,40Cck5doYRRMAbFirn7VoH,2015,0.599,0.681,2,-7.168,1,0.0355,0.00286,1.38e-05,0.113,0.495,158.029,239360,4
9852,American Aquarium,Losing Side of Twenty Five,2PXumYrwMjU2lF5yxFVYhs,2015,0.654,0.612,4,-7.181,1,0.029,0.388,0.0,0.152,0.71,135.013,214571,4
9853,Blues Traveler,Vagabond Blues (feat. Dirty Heads & Rome),6KubEN3h4QFOCVHzZ3CSqE,2015,0.672,0.699,2,-5.429,1,0.202,0.0352,2.71e-06,0.185,0.697,95.951,185373,4
9854,Moonshine Bandits,Dead Man's Hand,17wrxCt9GW3FJ3NuTA6XNp,2015,0.759,0.764,7,-5.062,1,0.0338,0.00247,0.0234,0.214,0.572,123.998,199847,4
9855,Surf Curse,Heathers,14B9WdVCUXs2WMmCTNRT6t,2015,0.364,0.88,10,-9.291,1,0.049,0.000285,0.0,0.106,0.772,176.13,163267,4
9856,Saint Asonia,Let Me Live My Life,0vDBNWI0uXf7dNkiiX2P5z,2015,0.413,0.966,1,-3.539,0,0.103,0.000434,0.0,0.16,0.527,177.056,191453,3
9857,Courtney Barnett,Pedestrian at Best,7gsn3NxWLA0s0g9TmQlMri,2015,0.479,0.854,11,-6.101,1,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,230560,4
9858,Mumford & Sons,Wilder Mind,1UVaHJQCmYxBK4XpYnYazU,2015,0.519,0.691,9,-10.254,0,0.0354,0.139,0.156,0.116,0.611,157.903,278223,4
9859,Three Days Grace,So What,79HeGKO8bLZjvSyVidqTiq,2015,0.514,0.957,7,-3.505,0,0.0477,0.00187,0.0,0.412,0.428,142.018,177667,4
9860,The Glorious Sons,Heavy,7gavDfA7n1kvZYkGpsJmXf,2015,0.566,0.858,9,-3.632,1,0.042,0.000631,0.001,0.387,0.698,124.999,170213,4
9861,Eric Church,Knives Of New Orleans,3QYXgYgff77dt42xLnhUaf,2015,0.585,0.719,11,-8.332,1,0.0279,0.00144,1.84e-05,0.123,0.428,108.979,241413,4
9862,The Arcs,Stay in My Corner,3zobfMEipF81bJfPVp1h09,2015,0.437,0.689,11,-6.003,0,0.0343,0.0409,0.00824,0.147,0.467,143.451,199160,4
9863,Audiodub,It's Never Enough,3dvRvX4iqVPyhvj9Ygp2aY,2015,0.85,0.603,11,-6.682,1,0.0412,0.515,2.3e-05,0.379,0.899,110.007,189453,4
9864,AWOLNATION,I Am,31CgjKFR1pzFO5Im365rXB,2015,0.573,0.746,4,-4.921,1,0.0286,0.171,0.000187,0.276,0.271,130.004,274323,4
9865,BØRNS,Dug My Heart,2IDaot6HBRmqldvBjCp0iA,2015,0.571,0.811,9,-5.497,1,0.0903,0.024,0.000191,0.121,0.601,166.066,189573,4
9866,Chris Janson,Power of Positive Drinkin',3yww2zhTK6xJuVGtn6oHNY,2015,0.587,0.855,11,-4.893,1,0.0733,0.253,0.0,0.313,0.599,168.016,210920,4
9867,Hollywood Undead,War Child,3vUtZfjgmQWrlXebjZhmcJ,2015,0.718,0.911,5,-3.552,0,0.113,0.0227,2.34e-06,0.132,0.628,122.999,238600,4
9868,BØRNS,Overnight Sensation,35GS3Vh3ouARXMpsmZeXJy,2015,0.465,0.866,7,-2.716,1,0.0388,0.00406,0.0029,0.0993,0.633,164.078,198413,4
9869,Teen Suicide,everything is going to hell,39fwHsbCRaprD5BiMqa3gd,2015,0.414,0.289,7,-13.545,1,0.028,0.977,0.461,0.138,0.168,103.763,163921,4
9870,MKTO,Bad Girls,1x4L0kuqFaIdOYENE3I7xK,2015,0.766,0.896,10,-4.767,0,0.082,0.0198,2.22e-06,0.095,0.812,87.976,194613,4
9871,Hunter Hayes,21,4amvcCLMlTiU6mQfwFGRl8,2015,0.501,0.9,11,-4.366,1,0.0433,0.0586,0.0,0.218,0.943,160.096,194480,4
9872,Lauren Daigle,I Am Yours,2X41aScxRyRugn58NRKzqF,2015,0.583,0.637,1,-4.894,1,0.0259,0.115,0.0,0.0972,0.244,87.952,238027,4
9873,Muse,Reapers,1244xKUG27TnmQhUJlo3gU,2015,0.421,0.892,7,-4.235,1,0.0564,3.33e-05,0.00331,0.141,0.398,95.866,359520,4
9874,Owl City,This Isn’t The End,2ux8CLOcArj4QsXygAB7u3,2015,0.664,0.655,7,-5.752,1,0.0291,0.0173,0.000312,0.15,0.449,128.013,203840,5
9875,KALEO,Way down We Go - Stripped,1YA7YUyrxgSzf7IQDX1xcl,2015,0.619,0.223,8,-8.237,0,0.03,0.964,5.86e-05,0.0883,0.179,81.414,208213,4
9876,Jesús Adrián Romero,Ayer Te Vi... Fue Mas Claro Que La Luna,57ifvUopbuDoMNpgSD6PzV,2015,0.637,0.547,3,-8.637,1,0.0364,0.315,0.0,0.132,0.479,137.99,232853,4
9877,Papa Roach,Face Everything And Rise,5K7RDuh2JihPUScuOB76Sq,2015,0.414,0.989,8,-2.257,1,0.0799,3e-05,0.0,0.301,0.359,139.964,190587,4
9878,"Hank Williams, Jr.",There's A Tear In My Beer,03IsQTh85NKrbTrc3MZU48,2015,0.572,0.456,1,-11.621,1,0.0254,0.689,0.0,0.0651,0.883,143.287,172560,4
9879,Zac Brown Band,I’ll Be Your Man (Song For A Daughter),2lmLsVcc7AadGTL2P7Lzqg,2015,0.56,0.472,8,-7.995,1,0.0345,0.544,1.12e-06,0.0544,0.436,119.712,348893,4
9880,Grizfolk,Waking Up The Giants,4yb3ikgJkgBNTSkGm2Lvhz,2015,0.588,0.602,11,-8.919,0,0.0322,0.0442,0.00278,0.428,0.239,128.019,234800,4
9881,Highly Suspect,Mister Asylum,0YHHwYuLA0kEkV56moCNpU,2015,0.412,0.866,2,-4.324,1,0.0442,0.0004,0.000585,0.383,0.143,132.903,243173,4
9882,Lauren Daigle,O'Lord,7ormr6Rpxnt5OfMbxXFdtz,2015,0.503,0.635,8,-5.761,1,0.0469,0.237,0.0,0.0623,0.487,171.8,209467,4
9883,Muse,Mercy,2qkmPUG7ARsRwhVICQVwQS,2015,0.482,0.926,7,-4.789,1,0.0549,0.00952,0.0,0.311,0.371,130.007,231973,4
9884,Jordan Feliz,Beloved,6ZUdUi3qBZlqWIr1gPRwLC,2015,0.572,0.819,11,-4.899,0,0.0302,0.00481,0.0,0.35,0.49,128.082,240453,4
